model,elements,mean_moving_accuracy,std_moving_accuracy,source
HTM,7219,0.8811881188118811,0.17376167103746779,Cui et al. [58] processed result
HTM,7228,0.8841584158415842,0.17005797174361917,Cui et al. [58] processed result
HTM,7236,0.887128712871287,0.16639555769145126,Cui et al. [58] processed result
HTM,7245,0.887128712871287,0.16639555769145126,Cui et al. [58] processed result
HTM,7254,0.885148514851485,0.17012425036628356,Cui et al. [58] processed result
HTM,7263,0.8861386138613861,0.16833139133301028,Cui et al. [58] processed result
HTM,7271,0.8881188118811881,0.16460972966886467,Cui et al. [58] processed result
HTM,7280,0.8900990099009899,0.16277721560285907,Cui et al. [58] processed result
HTM,7288,0.889108910891089,0.16321925572273172,Cui et al. [58] processed result
HTM,7296,0.8881188118811881,0.16371400149906123,Cui et al. [58] processed result
HTM,7305,0.8900990099009899,0.16004422974588442,Cui et al. [58] processed result
HTM,7313,0.887128712871287,0.1642609766922019,Cui et al. [58] processed result
HTM,7322,0.8881188118811881,0.16239132989508887,Cui et al. [58] processed result
HTM,7331,0.887128712871287,0.1642609766922019,Cui et al. [58] processed result
HTM,7340,0.8900990099009899,0.16077756848146169,Cui et al. [58] processed result
HTM,7348,0.887128712871287,0.16503498246348228,Cui et al. [58] processed result
HTM,7357,0.887128712871287,0.16503498246348228,Cui et al. [58] processed result
HTM,7365,0.887128712871287,0.16503498246348228,Cui et al. [58] processed result
HTM,7374,0.887128712871287,0.16503498246348228,Cui et al. [58] processed result
HTM,7382,0.8900990099009899,0.16077756848146169,Cui et al. [58] processed result
HTM,7391,0.893069306930693,0.15653587464532018,Cui et al. [58] processed result
HTM,7400,0.8920792079207921,0.15831989668795757,Cui et al. [58] processed result
HTM,7409,0.893069306930693,0.15647323774367058,Cui et al. [58] processed result
HTM,7418,0.8960396039603961,0.15224683933739527,Cui et al. [58] processed result
HTM,7426,0.8960396039603961,0.15224683933739527,Cui et al. [58] processed result
HTM,7434,0.8980198019801978,0.14858414225176678,Cui et al. [58] processed result
HTM,7443,0.9009900990099009,0.14436444856816769,Cui et al. [58] processed result
HTM,7451,0.9009900990099009,0.14436444856816769,Cui et al. [58] processed result
HTM,7459,0.9009900990099009,0.14436444856816769,Cui et al. [58] processed result
HTM,7468,0.903960396039604,0.14217835571851337,Cui et al. [58] processed result
HTM,7477,0.9029702970297029,0.14401091354912246,Cui et al. [58] processed result
HTM,7486,0.9059405940594057,0.13982848316927793,Cui et al. [58] processed result
HTM,7494,0.9059405940594057,0.13982848316927793,Cui et al. [58] processed result
HTM,7503,0.9059405940594057,0.13982848316927793,Cui et al. [58] processed result
HTM,7511,0.9099009900990097,0.13586020136258783,Cui et al. [58] processed result
HTM,7520,0.9099009900990097,0.13586020136258783,Cui et al. [58] processed result
HTM,7528,0.9099009900990097,0.13586020136258783,Cui et al. [58] processed result
HTM,7537,0.9138613861386137,0.13195089288639283,Cui et al. [58] processed result
HTM,7545,0.9168316831683168,0.12781100644043503,Cui et al. [58] processed result
HTM,7553,0.9188118811881187,0.12404324565042237,Cui et al. [58] processed result
HTM,7562,0.9188118811881187,0.12404324565042237,Cui et al. [58] processed result
HTM,7570,0.9227722772277227,0.1201900269742061,Cui et al. [58] processed result
HTM,7579,0.9227722772277227,0.1201900269742061,Cui et al. [58] processed result
HTM,7588,0.9247524752475247,0.11800053002328383,Cui et al. [58] processed result
HTM,7596,0.9247524752475247,0.11800053002328383,Cui et al. [58] processed result
HTM,7604,0.9287128712871286,0.11425244940001314,Cui et al. [58] processed result
HTM,7612,0.9287128712871286,0.11425244940001314,Cui et al. [58] processed result
HTM,7620,0.9267326732673267,0.11808357636337091,Cui et al. [58] processed result
HTM,7629,0.9267326732673267,0.11808357636337091,Cui et al. [58] processed result
HTM,7638,0.9287128712871286,0.11425244940001314,Cui et al. [58] processed result
HTM,7647,0.9316831683168317,0.1102038463761694,Cui et al. [58] processed result
HTM,7655,0.9297029702970295,0.11405063910202537,Cui et al. [58] processed result
HTM,7663,0.9326732673267326,0.11059011489459963,Cui et al. [58] processed result
HTM,7671,0.9356435643564357,0.10656795828193004,Cui et al. [58] processed result
HTM,7679,0.9376237623762375,0.10270815833062083,Cui et al. [58] processed result
HTM,7687,0.9396039603960397,0.0988563165232126,Cui et al. [58] processed result
HTM,7696,0.9415841584158414,0.09501340073372984,Cui et al. [58] processed result
HTM,7704,0.9415841584158414,0.09501340073372984,Cui et al. [58] processed result
HTM,7713,0.9415841584158414,0.09501340073372984,Cui et al. [58] processed result
HTM,7722,0.9445544554455445,0.09098142580324864,Cui et al. [58] processed result
HTM,7731,0.9445544554455445,0.09098142580324864,Cui et al. [58] processed result
HTM,7740,0.9445544554455445,0.09098142580324864,Cui et al. [58] processed result
HTM,7749,0.9445544554455445,0.09098142580324864,Cui et al. [58] processed result
HTM,7758,0.9435643564356436,0.09299027611432524,Cui et al. [58] processed result
HTM,7767,0.9455445544554454,0.08913640939842199,Cui et al. [58] processed result
HTM,7775,0.9455445544554454,0.08913640939842199,Cui et al. [58] processed result
HTM,7784,0.9485148514851485,0.0857222210768846,Cui et al. [58] processed result
HTM,7792,0.9495049504950493,0.08556769947252461,Cui et al. [58] processed result
HTM,7801,0.9495049504950493,0.08556769947252461,Cui et al. [58] processed result
HTM,7809,0.9475247524752476,0.08944381509757889,Cui et al. [58] processed result
HTM,7817,0.9495049504950493,0.08556769947252461,Cui et al. [58] processed result
HTM,7825,0.9495049504950493,0.08556769947252461,Cui et al. [58] processed result
HTM,7833,0.9514851485148516,0.08169966830049999,Cui et al. [58] processed result
HTM,7841,0.9514851485148516,0.08169966830049999,Cui et al. [58] processed result
HTM,7850,0.9514851485148516,0.08169966830049999,Cui et al. [58] processed result
HTM,7858,0.9544554455445544,0.07773380762926937,Cui et al. [58] processed result
HTM,7866,0.9574257425742573,0.07436296130940752,Cui et al. [58] processed result
HTM,7875,0.9584158415841584,0.07232468264455316,Cui et al. [58] processed result
HTM,7884,0.9584158415841584,0.07232468264455316,Cui et al. [58] processed result
HTM,7893,0.9594059405940595,0.07049199014387153,Cui et al. [58] processed result
HTM,7901,0.9594059405940595,0.07049199014387153,Cui et al. [58] processed result
HTM,7909,0.9603960396039604,0.06845301393046974,Cui et al. [58] processed result
HTM,7918,0.9613861386138612,0.06648424540277048,Cui et al. [58] processed result
HTM,7926,0.9613861386138612,0.06648424540277048,Cui et al. [58] processed result
HTM,7935,0.9633663366336634,0.06262718653809296,Cui et al. [58] processed result
HTM,7943,0.9633663366336634,0.06262718653809296,Cui et al. [58] processed result
HTM,7951,0.9613861386138612,0.06648424540277048,Cui et al. [58] processed result
HTM,7960,0.9623762376237623,0.06459210467445582,Cui et al. [58] processed result
HTM,7969,0.9633663366336634,0.06262718653809296,Cui et al. [58] processed result
HTM,7977,0.9613861386138612,0.06648424540277048,Cui et al. [58] processed result
HTM,7986,0.9613861386138612,0.06648424540277048,Cui et al. [58] processed result
HTM,7995,0.9613861386138612,0.06648424540277048,Cui et al. [58] processed result
HTM,8004,0.9613861386138612,0.06648424540277048,Cui et al. [58] processed result
HTM,8012,0.9613861386138612,0.06648424540277048,Cui et al. [58] processed result
HTM,8020,0.9613861386138612,0.06648424540277048,Cui et al. [58] processed result
HTM,8029,0.9603960396039604,0.06845301393046974,Cui et al. [58] processed result
HTM,8038,0.9594059405940595,0.07049199014387153,Cui et al. [58] processed result
HTM,8046,0.9594059405940595,0.07049199014387153,Cui et al. [58] processed result
HTM,8054,0.9594059405940595,0.07049199014387153,Cui et al. [58] processed result
HTM,8063,0.9594059405940595,0.07049199014387153,Cui et al. [58] processed result
HTM,8071,0.9603960396039604,0.07042938314367818,Cui et al. [58] processed result
HTM,8079,0.9594059405940595,0.07227722772277229,Cui et al. [58] processed result
HTM,8088,0.9584158415841584,0.074329997541083,Cui et al. [58] processed result
HTM,8096,0.9584158415841584,0.074329997541083,Cui et al. [58] processed result
HTM,8104,0.9584158415841584,0.074329997541083,Cui et al. [58] processed result
HTM,8112,0.9603960396039604,0.07042938314367818,Cui et al. [58] processed result
HTM,8121,0.9603960396039604,0.07042938314367818,Cui et al. [58] processed result
HTM,8129,0.9603960396039604,0.07042938314367818,Cui et al. [58] processed result
HTM,8137,0.9613861386138612,0.06866035028746854,Cui et al. [58] processed result
HTM,8146,0.9623762376237623,0.06871030325899988,Cui et al. [58] processed result
HTM,8155,0.9653465346534652,0.06496287010821486,Cui et al. [58] processed result
HTM,8163,0.9653465346534652,0.06496287010821486,Cui et al. [58] processed result
HTM,8172,0.9683168316831683,0.061322227988918905,Cui et al. [58] processed result
HTM,8180,0.9693069306930692,0.05964473458150114,Cui et al. [58] processed result
HTM,8188,0.9702970297029703,0.05739159107401758,Cui et al. [58] processed result
HTM,8196,0.9702970297029703,0.05739159107401758,Cui et al. [58] processed result
HTM,8204,0.9722772277227723,0.05562206695124016,Cui et al. [58] processed result
HTM,8212,0.9722772277227723,0.05562206695124016,Cui et al. [58] processed result
HTM,8221,0.9702970297029703,0.059570728540559705,Cui et al. [58] processed result
HTM,8230,0.9693069306930692,0.061426048987113284,Cui et al. [58] processed result
HTM,8238,0.9693069306930692,0.061426048987113284,Cui et al. [58] processed result
HTM,8246,0.9693069306930692,0.061426048987113284,Cui et al. [58] processed result
HTM,8255,0.9702970297029703,0.059570728540559705,Cui et al. [58] processed result
HTM,8263,0.9712871287128714,0.05780855674057426,Cui et al. [58] processed result
HTM,8271,0.9712871287128714,0.05780855674057426,Cui et al. [58] processed result
HTM,8279,0.9712871287128714,0.05780855674057426,Cui et al. [58] processed result
HTM,8288,0.9712871287128714,0.05780855674057426,Cui et al. [58] processed result
HTM,8297,0.9702970297029703,0.059570728540559705,Cui et al. [58] processed result
HTM,8306,0.9702970297029703,0.059570728540559705,Cui et al. [58] processed result
HTM,8314,0.9702970297029703,0.059570728540559705,Cui et al. [58] processed result
HTM,8323,0.9712871287128714,0.05746840340962951,Cui et al. [58] processed result
HTM,8332,0.9722772277227723,0.05562206695124016,Cui et al. [58] processed result
HTM,8340,0.9722772277227723,0.05562206695124016,Cui et al. [58] processed result
HTM,8349,0.9722772277227723,0.05562206695124016,Cui et al. [58] processed result
HTM,8358,0.9722772277227723,0.05562206695124016,Cui et al. [58] processed result
HTM,8366,0.9722772277227723,0.05562206695124016,Cui et al. [58] processed result
HTM,8375,0.9722772277227723,0.05562206695124016,Cui et al. [58] processed result
HTM,8383,0.9722772277227723,0.05562206695124016,Cui et al. [58] processed result
HTM,8391,0.9722772277227723,0.05562206695124016,Cui et al. [58] processed result
HTM,8400,0.9722772277227723,0.05562206695124016,Cui et al. [58] processed result
HTM,8408,0.9722772277227723,0.05562206695124016,Cui et al. [58] processed result
HTM,8417,0.9722772277227723,0.05562206695124016,Cui et al. [58] processed result
HTM,8425,0.9722772277227723,0.05562206695124016,Cui et al. [58] processed result
HTM,8434,0.9722772277227723,0.05562206695124016,Cui et al. [58] processed result
HTM,8442,0.9732673267326731,0.0535111648192937,Cui et al. [58] processed result
HTM,8450,0.9732673267326731,0.0535111648192937,Cui et al. [58] processed result
HTM,8458,0.9732673267326731,0.0535111648192937,Cui et al. [58] processed result
HTM,8466,0.9732673267326731,0.0535111648192937,Cui et al. [58] processed result
HTM,8474,0.9752475247524753,0.04955443071779089,Cui et al. [58] processed result
HTM,8483,0.9752475247524753,0.04955443071779089,Cui et al. [58] processed result
HTM,8492,0.9752475247524753,0.04955443071779089,Cui et al. [58] processed result
HTM,8501,0.9752475247524753,0.04955443071779089,Cui et al. [58] processed result
HTM,8510,0.9772277227722771,0.04559833243433447,Cui et al. [58] processed result
HTM,8518,0.9772277227722771,0.04559833243433447,Cui et al. [58] processed result
HTM,8527,0.9772277227722771,0.04559833243433447,Cui et al. [58] processed result
HTM,8536,0.9772277227722771,0.04559833243433447,Cui et al. [58] processed result
HTM,8544,0.9772277227722771,0.04559833243433447,Cui et al. [58] processed result
HTM,8553,0.9772277227722771,0.04559833243433447,Cui et al. [58] processed result
HTM,8561,0.9772277227722771,0.04559833243433447,Cui et al. [58] processed result
HTM,8569,0.9772277227722771,0.04559833243433447,Cui et al. [58] processed result
HTM,8577,0.9772277227722771,0.04559833243433447,Cui et al. [58] processed result
HTM,8586,0.9772277227722771,0.04559833243433447,Cui et al. [58] processed result
HTM,8595,0.9772277227722771,0.04559833243433447,Cui et al. [58] processed result
HTM,8603,0.9772277227722771,0.04559833243433447,Cui et al. [58] processed result
HTM,8611,0.9782178217821782,0.04356435643564356,Cui et al. [58] processed result
HTM,8620,0.9782178217821782,0.04356435643564356,Cui et al. [58] processed result
HTM,8629,0.9782178217821782,0.04356435643564356,Cui et al. [58] processed result
HTM,8638,0.9782178217821782,0.04356435643564356,Cui et al. [58] processed result
HTM,8647,0.9801980198019802,0.0396039603960396,Cui et al. [58] processed result
HTM,8655,0.9801980198019802,0.0396039603960396,Cui et al. [58] processed result
HTM,8664,0.9821782178217822,0.035643564356435634,Cui et al. [58] processed result
HTM,8673,0.9821782178217822,0.035643564356435634,Cui et al. [58] processed result
HTM,8681,0.9821782178217822,0.035643564356435634,Cui et al. [58] processed result
HTM,8689,0.9821782178217822,0.035643564356435634,Cui et al. [58] processed result
HTM,8697,0.9821782178217822,0.035643564356435634,Cui et al. [58] processed result
HTM,8705,0.9821782178217822,0.035643564356435634,Cui et al. [58] processed result
HTM,8714,0.9821782178217822,0.035643564356435634,Cui et al. [58] processed result
HTM,8723,0.9821782178217822,0.035643564356435634,Cui et al. [58] processed result
HTM,8732,0.9821782178217822,0.035643564356435634,Cui et al. [58] processed result
HTM,8740,0.9821782178217822,0.035643564356435634,Cui et al. [58] processed result
HTM,8749,0.9821782178217822,0.035643564356435634,Cui et al. [58] processed result
HTM,8757,0.9821782178217822,0.035643564356435634,Cui et al. [58] processed result
HTM,8765,0.9821782178217822,0.035643564356435634,Cui et al. [58] processed result
HTM,8773,0.9821782178217822,0.035643564356435634,Cui et al. [58] processed result
HTM,8781,0.9821782178217822,0.035643564356435634,Cui et al. [58] processed result
HTM,8790,0.9821782178217822,0.035643564356435634,Cui et al. [58] processed result
HTM,8799,0.9821782178217822,0.035643564356435634,Cui et al. [58] processed result
HTM,8807,0.9841584158415841,0.03168316831683166,Cui et al. [58] processed result
HTM,8815,0.9841584158415841,0.03168316831683166,Cui et al. [58] processed result
HTM,8824,0.9841584158415841,0.03168316831683166,Cui et al. [58] processed result
HTM,8833,0.9861386138613861,0.027722772277227706,Cui et al. [58] processed result
HTM,8842,0.9861386138613861,0.027722772277227706,Cui et al. [58] processed result
HTM,8850,0.9861386138613861,0.027722772277227706,Cui et al. [58] processed result
HTM,8859,0.9861386138613861,0.027722772277227706,Cui et al. [58] processed result
HTM,8867,0.9861386138613861,0.027722772277227706,Cui et al. [58] processed result
HTM,8875,0.9861386138613861,0.027722772277227706,Cui et al. [58] processed result
HTM,8884,0.9871287128712872,0.02583760069445522,Cui et al. [58] processed result
HTM,8892,0.9881188118811881,0.024171397258878614,Cui et al. [58] processed result
HTM,8901,0.9881188118811881,0.024171397258878614,Cui et al. [58] processed result
HTM,8910,0.9881188118811881,0.024171397258878614,Cui et al. [58] processed result
HTM,8918,0.9881188118811881,0.024171397258878614,Cui et al. [58] processed result
HTM,8927,0.9900990099009901,0.0202909916157616,Cui et al. [58] processed result
HTM,8935,0.9910891089108912,0.01795876945269017,Cui et al. [58] processed result
HTM,8944,0.9920792079207921,0.01644876012459026,Cui et al. [58] processed result
HTM,8953,0.9920792079207921,0.01644876012459026,Cui et al. [58] processed result
HTM,8961,0.9920792079207921,0.01644876012459026,Cui et al. [58] processed result
HTM,8969,0.9920792079207921,0.01644876012459026,Cui et al. [58] processed result
HTM,8977,0.993069306930693,0.015370469996297067,Cui et al. [58] processed result
HTM,8985,0.993069306930693,0.015370469996297067,Cui et al. [58] processed result
HTM,8994,0.993069306930693,0.015370469996297067,Cui et al. [58] processed result
HTM,9002,0.9950495049504952,0.011922370870091393,Cui et al. [58] processed result
HTM,9011,0.9950495049504952,0.011922370870091393,Cui et al. [58] processed result
HTM,9019,0.9950495049504952,0.011922370870091393,Cui et al. [58] processed result
HTM,9027,0.9950495049504952,0.011922370870091393,Cui et al. [58] processed result
HTM,9035,0.9950495049504952,0.011922370870091393,Cui et al. [58] processed result
HTM,9044,0.9950495049504952,0.011922370870091393,Cui et al. [58] processed result
HTM,9053,0.9950495049504952,0.011922370870091393,Cui et al. [58] processed result
HTM,9061,0.996039603960396,0.009074407316744245,Cui et al. [58] processed result
HTM,9069,0.996039603960396,0.009074407316744245,Cui et al. [58] processed result
HTM,9077,0.998019801980198,0.005940594059405946,Cui et al. [58] processed result
HTM,9086,0.9990099009900991,0.002970297029702973,Cui et al. [58] processed result
HTM,9094,0.9990099009900991,0.002970297029702973,Cui et al. [58] processed result
HTM,9103,0.9990099009900991,0.002970297029702973,Cui et al. [58] processed result
HTM,9112,0.9990099009900991,0.002970297029702973,Cui et al. [58] processed result
HTM,9121,0.9990099009900991,0.002970297029702973,Cui et al. [58] processed result
HTM,9130,0.9990099009900991,0.002970297029702973,Cui et al. [58] processed result
HTM,9138,0.9990099009900991,0.002970297029702973,Cui et al. [58] processed result
HTM,9147,0.9990099009900991,0.002970297029702973,Cui et al. [58] processed result
HTM,9155,1.0,0.0,Cui et al. [58] processed result
HTM,9163,1.0,0.0,Cui et al. [58] processed result
HTM,9172,1.0,0.0,Cui et al. [58] processed result
HTM,9180,1.0,0.0,Cui et al. [58] processed result
HTM,9188,1.0,0.0,Cui et al. [58] processed result
HTM,9197,1.0,0.0,Cui et al. [58] processed result
HTM,9206,1.0,0.0,Cui et al. [58] processed result
HTM,9214,1.0,0.0,Cui et al. [58] processed result
HTM,9222,1.0,0.0,Cui et al. [58] processed result
HTM,9230,1.0,0.0,Cui et al. [58] processed result
HTM,9238,1.0,0.0,Cui et al. [58] processed result
HTM,9247,1.0,0.0,Cui et al. [58] processed result
HTM,9255,1.0,0.0,Cui et al. [58] processed result
HTM,9264,1.0,0.0,Cui et al. [58] processed result
HTM,9273,1.0,0.0,Cui et al. [58] processed result
HTM,9281,1.0,0.0,Cui et al. [58] processed result
HTM,9290,1.0,0.0,Cui et al. [58] processed result
HTM,9298,1.0,0.0,Cui et al. [58] processed result
HTM,9307,1.0,0.0,Cui et al. [58] processed result
HTM,9316,1.0,0.0,Cui et al. [58] processed result
HTM,9324,1.0,0.0,Cui et al. [58] processed result
HTM,9332,1.0,0.0,Cui et al. [58] processed result
HTM,9340,1.0,0.0,Cui et al. [58] processed result
HTM,9348,1.0,0.0,Cui et al. [58] processed result
HTM,9356,1.0,0.0,Cui et al. [58] processed result
HTM,9364,1.0,0.0,Cui et al. [58] processed result
HTM,9373,1.0,0.0,Cui et al. [58] processed result
HTM,9382,1.0,0.0,Cui et al. [58] processed result
HTM,9391,1.0,0.0,Cui et al. [58] processed result
HTM,9400,1.0,0.0,Cui et al. [58] processed result
HTM,9408,1.0,0.0,Cui et al. [58] processed result
HTM,9417,1.0,0.0,Cui et al. [58] processed result
HTM,9425,1.0,0.0,Cui et al. [58] processed result
HTM,9433,1.0,0.0,Cui et al. [58] processed result
HTM,9442,1.0,0.0,Cui et al. [58] processed result
HTM,9451,1.0,0.0,Cui et al. [58] processed result
HTM,9460,1.0,0.0,Cui et al. [58] processed result
HTM,9468,1.0,0.0,Cui et al. [58] processed result
HTM,9477,1.0,0.0,Cui et al. [58] processed result
HTM,9485,1.0,0.0,Cui et al. [58] processed result
HTM,9493,1.0,0.0,Cui et al. [58] processed result
HTM,9501,1.0,0.0,Cui et al. [58] processed result
HTM,9509,1.0,0.0,Cui et al. [58] processed result
HTM,9517,1.0,0.0,Cui et al. [58] processed result
HTM,9525,1.0,0.0,Cui et al. [58] processed result
HTM,9534,1.0,0.0,Cui et al. [58] processed result
HTM,9542,1.0,0.0,Cui et al. [58] processed result
HTM,9551,1.0,0.0,Cui et al. [58] processed result
HTM,9560,1.0,0.0,Cui et al. [58] processed result
HTM,9568,1.0,0.0,Cui et al. [58] processed result
HTM,9576,1.0,0.0,Cui et al. [58] processed result
HTM,9585,1.0,0.0,Cui et al. [58] processed result
HTM,9593,1.0,0.0,Cui et al. [58] processed result
HTM,9601,1.0,0.0,Cui et al. [58] processed result
HTM,9609,1.0,0.0,Cui et al. [58] processed result
HTM,9617,1.0,0.0,Cui et al. [58] processed result
HTM,9625,1.0,0.0,Cui et al. [58] processed result
HTM,9634,1.0,0.0,Cui et al. [58] processed result
HTM,9643,1.0,0.0,Cui et al. [58] processed result
HTM,9652,1.0,0.0,Cui et al. [58] processed result
HTM,9661,1.0,0.0,Cui et al. [58] processed result
HTM,9670,1.0,0.0,Cui et al. [58] processed result
HTM,9679,1.0,0.0,Cui et al. [58] processed result
HTM,9687,1.0,0.0,Cui et al. [58] processed result
HTM,9696,1.0,0.0,Cui et al. [58] processed result
HTM,9705,1.0,0.0,Cui et al. [58] processed result
HTM,9714,1.0,0.0,Cui et al. [58] processed result
HTM,9723,1.0,0.0,Cui et al. [58] processed result
HTM,9731,1.0,0.0,Cui et al. [58] processed result
HTM,9739,1.0,0.0,Cui et al. [58] processed result
HTM,9747,1.0,0.0,Cui et al. [58] processed result
HTM,9755,1.0,0.0,Cui et al. [58] processed result
HTM,9764,1.0,0.0,Cui et al. [58] processed result
HTM,9772,1.0,0.0,Cui et al. [58] processed result
HTM,9780,1.0,0.0,Cui et al. [58] processed result
HTM,9788,1.0,0.0,Cui et al. [58] processed result
HTM,9797,1.0,0.0,Cui et al. [58] processed result
HTM,9806,1.0,0.0,Cui et al. [58] processed result
HTM,9815,1.0,0.0,Cui et al. [58] processed result
HTM,9824,1.0,0.0,Cui et al. [58] processed result
HTM,9833,1.0,0.0,Cui et al. [58] processed result
HTM,9842,1.0,0.0,Cui et al. [58] processed result
HTM,9851,1.0,0.0,Cui et al. [58] processed result
HTM,9860,1.0,0.0,Cui et al. [58] processed result
HTM,9868,1.0,0.0,Cui et al. [58] processed result
HTM,9876,1.0,0.0,Cui et al. [58] processed result
HTM,9885,1.0,0.0,Cui et al. [58] processed result
HTM,9893,1.0,0.0,Cui et al. [58] processed result
HTM,9901,1.0,0.0,Cui et al. [58] processed result
HTM,9909,1.0,0.0,Cui et al. [58] processed result
HTM,9917,1.0,0.0,Cui et al. [58] processed result
HTM,9926,1.0,0.0,Cui et al. [58] processed result
HTM,9934,1.0,0.0,Cui et al. [58] processed result
HTM,9942,1.0,0.0,Cui et al. [58] processed result
HTM,9951,1.0,0.0,Cui et al. [58] processed result
HTM,9959,1.0,0.0,Cui et al. [58] processed result
HTM,9967,1.0,0.0,Cui et al. [58] processed result
HTM,9976,1.0,0.0,Cui et al. [58] processed result
HTM,9984,1.0,0.0,Cui et al. [58] processed result
HTM,9992,1.0,0.0,Cui et al. [58] processed result
HTM,10001,0.9990099009900991,0.002970297029702973,Cui et al. [58] processed result
HTM,10009,0.989108910891089,0.0029702970297029725,Cui et al. [58] processed result
HTM,10018,0.9792079207920791,0.0029702970297029725,Cui et al. [58] processed result
HTM,10026,0.9693069306930692,0.0029702970297029725,Cui et al. [58] processed result
HTM,10034,0.9594059405940595,0.002970297029702973,Cui et al. [58] processed result
HTM,10042,0.9495049504950493,0.0029702970297029725,Cui et al. [58] processed result
HTM,10050,0.9396039603960394,0.002970297029702939,Cui et al. [58] processed result
HTM,10059,0.9297029702970299,0.002970297029702973,Cui et al. [58] processed result
HTM,10068,0.9198019801980198,0.002970297029702973,Cui et al. [58] processed result
HTM,10076,0.90990099009901,0.002970297029702973,Cui et al. [58] processed result
HTM,10085,0.9,0.002970297029702973,Cui et al. [58] processed result
HTM,10093,0.8900990099009902,0.002970297029702973,Cui et al. [58] processed result
HTM,10102,0.8801980198019802,0.002970297029702973,Cui et al. [58] processed result
HTM,10111,0.8732673267326734,0.005940594059405946,Cui et al. [58] processed result
HTM,10120,0.8643564356435643,0.006339726967755301,Cui et al. [58] processed result
HTM,10129,0.8544554455445544,0.006339726967755301,Cui et al. [58] processed result
HTM,10137,0.8445544554455445,0.006339726967755301,Cui et al. [58] processed result
HTM,10145,0.8346534653465346,0.006339726967755301,Cui et al. [58] processed result
HTM,10154,0.8277227722772278,0.010097068343748081,Cui et al. [58] processed result
HTM,10162,0.8247524752475247,0.013320419848587804,Cui et al. [58] processed result
HTM,10170,0.8217821782178218,0.015964866828313936,Cui et al. [58] processed result
HTM,10178,0.8128712871287128,0.015623498849563834,Cui et al. [58] processed result
HTM,10187,0.8029702970297029,0.015623498849563834,Cui et al. [58] processed result
HTM,10196,0.796039603960396,0.019401898952738018,Cui et al. [58] processed result
HTM,10205,0.787128712871287,0.01942714541618673,Cui et al. [58] processed result
HTM,10214,0.7811881188118811,0.02361754542945856,Cui et al. [58] processed result
HTM,10222,0.7722772277227722,0.024252373690922577,Cui et al. [58] processed result
HTM,10231,0.7653465346534652,0.02802172613482162,Cui et al. [58] processed result
HTM,10239,0.7623762376237623,0.03130967980364735,Cui et al. [58] processed result
HTM,10247,0.7594059405940593,0.033736089182971954,Cui et al. [58] processed result
HTM,10255,0.7504950495049504,0.03337089019079749,Cui et al. [58] processed result
HTM,10263,0.7465346534653464,0.03656670358934534,Cui et al. [58] processed result
HTM,10271,0.7435643564356434,0.03971519033689422,Cui et al. [58] processed result
HTM,10279,0.7346534653465345,0.03955442446621422,Cui et al. [58] processed result
HTM,10287,0.7306930693069306,0.043111962489261864,Cui et al. [58] processed result
HTM,10296,0.7217821782178216,0.043032304578417294,Cui et al. [58] processed result
HTM,10305,0.7118811881188117,0.043032304578417294,Cui et al. [58] processed result
HTM,10313,0.7019801980198018,0.043032304578417294,Cui et al. [58] processed result
HTM,10321,0.6940594059405939,0.03971519033689421,Cui et al. [58] processed result
HTM,10329,0.6851485148514851,0.03955442446621421,Cui et al. [58] processed result
HTM,10338,0.6782178217821782,0.043214164045138996,Cui et al. [58] processed result
HTM,10347,0.6693069306930692,0.04320282025598303,Cui et al. [58] processed result
HTM,10355,0.6594059405940593,0.04320282025598303,Cui et al. [58] processed result
HTM,10364,0.6495049504950494,0.04320282025598303,Cui et al. [58] processed result
HTM,10373,0.6396039603960395,0.04320282025598303,Cui et al. [58] processed result
HTM,10382,0.6336633663366336,0.04153698408594661,Cui et al. [58] processed result
HTM,10391,0.6247524752475246,0.04140697755708216,Cui et al. [58] processed result
HTM,10399,0.6207920792079207,0.0449487503477868,Cui et al. [58] processed result
HTM,10407,0.6138613861386137,0.041536984085946596,Cui et al. [58] processed result
HTM,10416,0.6079207920792078,0.04498145224396257,Cui et al. [58] processed result
HTM,10425,0.6019801980198018,0.04866616129680994,Cui et al. [58] processed result
HTM,10433,0.5990099009900989,0.05206264089162341,Cui et al. [58] processed result
HTM,10442,0.5950495049504949,0.04839346300930669,Cui et al. [58] processed result
HTM,10450,0.5920792079207919,0.051788898339097125,Cui et al. [58] processed result
HTM,10459,0.586138613861386,0.05526845836416976,Cui et al. [58] processed result
HTM,10467,0.583168316831683,0.05865030978067282,Cui et al. [58] processed result
HTM,10476,0.5792079207920791,0.05534821726484629,Cui et al. [58] processed result
HTM,10485,0.5752475247524752,0.05228810267925107,Cui et al. [58] processed result
HTM,10493,0.5683168316831683,0.04894735482894366,Cui et al. [58] processed result
HTM,10501,0.5653465346534653,0.052288102679251054,Cui et al. [58] processed result
HTM,10510,0.5594059405940593,0.0557013195209315,Cui et al. [58] processed result
HTM,10518,0.5564356435643564,0.05904178818168543,Cui et al. [58] processed result
HTM,10527,0.5504950495049504,0.062493995398255446,Cui et al. [58] processed result
HTM,10535,0.5435643564356436,0.05881721481298671,Cui et al. [58] processed result
HTM,10544,0.5346534653465346,0.05857504735742194,Cui et al. [58] processed result
HTM,10552,0.5267326732673266,0.05526845836416974,Cui et al. [58] processed result
