prediction_index,records_seen,timestamp,anchor_semantics,rolling_window,cumulative_standard_mape,cumulative_repo_metric,cumulative_wape,rolling_standard_mape,rolling_repo_metric,rolling_wape
266,465,2014-07-10 19:00:00,predict_before_observe,50,1.1213271549756307,0.5453845729326312,0.5453845729326312,1.1837928159572233,0.5444795625348554,0.5444795625348554
266,465,2014-07-10 19:00:00,predict_before_observe,100,1.1213271549756307,0.5453845729326312,0.5453845729326312,1.054273310171331,0.5429006629941989,0.5429006629941989
267,466,2014-07-10 19:30:00,predict_before_observe,25,1.1183624908145218,0.5438667586210043,0.5438667586210043,0.34916950710062056,0.3390702992717913,0.3390702992717913
267,466,2014-07-10 19:30:00,predict_before_observe,50,1.1183624908145218,0.5438667586210043,0.5438667586210043,1.188113174307138,0.5508138645565027,0.5508138645565027
267,466,2014-07-10 19:30:00,predict_before_observe,100,1.1183624908145218,0.5438667586210043,0.5438667586210043,1.0507594290832518,0.5376062163931395,0.5376062163931395
268,467,2014-07-10 20:00:00,predict_before_observe,25,1.1143279977638179,0.5405773729379564,0.5405773729379564,0.34183443077034814,0.3281029461916209,0.3281029461916209
268,467,2014-07-10 20:00:00,predict_before_observe,50,1.1143279977638179,0.5405773729379564,0.5405773729379564,1.1789966247960628,0.5373369461298217,0.5373369461298217
268,467,2014-07-10 20:00:00,predict_before_observe,100,1.1143279977638179,0.5405773729379564,0.5405773729379564,1.0458851053281186,0.5302292277233549,0.5302292277233549
269,468,2014-07-10 20:30:00,predict_before_observe,25,1.1119551315531913,0.540201274650659,0.540201274650659,0.35685467201427395,0.3438958665057749,0.3438958665057749
269,468,2014-07-10 20:30:00,predict_before_observe,50,1.1119551315531913,0.540201274650659,0.540201274650659,1.179323330593394,0.5382329677964599,0.5382329677964599
269,468,2014-07-10 20:30:00,predict_before_observe,100,1.1119551315531913,0.540201274650659,0.540201274650659,1.0451338494385352,0.5291525298332925,0.5291525298332925
270,469,2014-07-10 21:00:00,predict_before_observe,25,1.1083715022445333,0.5375548249516794,0.5375548249516794,0.35812003453563385,0.3436606079440523,0.3436606079440523
270,469,2014-07-10 21:00:00,predict_before_observe,50,1.1083715022445333,0.5375548249516794,0.5375548249516794,1.1712937326183166,0.5256478021618909,0.5256478021618909
270,469,2014-07-10 21:00:00,predict_before_observe,100,1.1083715022445333,0.5375548249516794,0.5375548249516794,1.0372947799152887,0.5166259461103938,0.5166259461103938
271,470,2014-07-10 21:30:00,predict_before_observe,25,1.1067468552017168,0.538435687386237,0.538435687386237,0.3815529621707299,0.37127387807678075,0.37127387807678075
271,470,2014-07-10 21:30:00,predict_before_observe,50,1.1067468552017168,0.538435687386237,0.538435687386237,1.17567122905607,0.5321113298667406,0.5321113298667406
271,470,2014-07-10 21:30:00,predict_before_observe,100,1.1067468552017168,0.538435687386237,0.538435687386237,1.0395174473643463,0.5201578023623671,0.5201578023623671
272,471,2014-07-10 22:00:00,predict_before_observe,25,1.1045838721325485,0.5383003858492285,0.5383003858492285,0.38469990577201385,0.37627900656726654,0.37627900656726654
272,471,2014-07-10 22:00:00,predict_before_observe,50,1.1045838721325485,0.5383003858492285,0.5383003858492285,1.1762847697555432,0.5329676169256528,0.5329676169256528
272,471,2014-07-10 22:00:00,predict_before_observe,100,1.1045838721325485,0.5383003858492285,0.5383003858492285,1.040752159975722,0.5218601618834127,0.5218601618834127
273,472,2014-07-10 22:30:00,predict_before_observe,25,1.102921973374525,0.5390271953043622,0.5390271953043622,0.39747841264140205,0.39130490055119305,0.39130490055119305
273,472,2014-07-10 22:30:00,predict_before_observe,50,1.102921973374525,0.5390271953043622,0.5390271953043622,1.1785009333251595,0.5363592172026994,0.5363592172026994
273,472,2014-07-10 22:30:00,predict_before_observe,100,1.102921973374525,0.5390271953043622,0.5390271953043622,1.0408168084311362,0.5223102283623153,0.5223102283623153
274,473,2014-07-10 23:00:00,predict_before_observe,25,1.100321253048744,0.538131064088747,0.538131064088747,0.39160515582255767,0.3863801403868838,0.3863801403868838
274,473,2014-07-10 23:00:00,predict_before_observe,50,1.100321253048744,0.538131064088747,0.538131064088747,1.185852041069707,0.5474473592447001,0.5474473592447001
274,473,2014-07-10 23:00:00,predict_before_observe,100,1.100321253048744,0.538131064088747,0.538131064088747,1.0398612978942046,0.5208957556427306,0.5208957556427306
275,474,2014-07-10 23:30:00,predict_before_observe,25,1.0964778007286906,0.535331654779864,0.535331654779864,0.3783677582780922,0.3721456669019635,0.3721456669019635
275,474,2014-07-10 23:30:00,predict_before_observe,50,1.0964778007286906,0.535331654779864,0.535331654779864,1.1759038249041318,0.5339165377953167,0.5339165377953167
275,474,2014-07-10 23:30:00,predict_before_observe,100,1.0964778007286906,0.535331654779864,0.535331654779864,1.0395001461590032,0.5207456768588729,0.5207456768588729
276,475,2014-07-11 00:00:00,predict_before_observe,25,1.0933749139021371,0.5338074552724614,0.5338074552724614,0.3606587123905086,0.3562627866660477,0.3562627866660477
276,475,2014-07-11 00:00:00,predict_before_observe,50,1.0933749139021371,0.5338074552724614,0.5338074552724614,1.180530785154564,0.5409175710005314,0.5409175710005314
276,475,2014-07-11 00:00:00,predict_before_observe,100,1.0933749139021371,0.5338074552724614,0.5338074552724614,1.0418963967239414,0.5254690333159836,0.5254690333159836
277,476,2014-07-11 00:30:00,predict_before_observe,25,1.0915809787981254,0.5340664185761866,0.5340664185761866,0.3672568941264438,0.3611645516732138,0.3611645516732138
277,476,2014-07-11 00:30:00,predict_before_observe,50,1.0915809787981254,0.5340664185761866,0.5340664185761866,1.1785878754324979,0.5383388703635542,0.5383388703635542
277,476,2014-07-11 00:30:00,predict_before_observe,100,1.0915809787981254,0.5340664185761866,0.5340664185761866,1.0461663593356696,0.5311471723217697,0.5311471723217697
278,477,2014-07-11 01:00:00,predict_before_observe,25,1.0894599697000231,0.5339588170325344,0.5339588170325344,0.37842150518360496,0.36954648281876706,0.36954648281876706
278,477,2014-07-11 01:00:00,predict_before_observe,50,1.0894599697000231,0.5339588170325344,0.5339588170325344,1.1796561977640172,0.5394533226430283,0.5394533226430283
278,477,2014-07-11 01:00:00,predict_before_observe,100,1.0894599697000231,0.5339588170325344,0.5339588170325344,1.0474203188427744,0.5327030835973087,0.5327030835973087
