script,line,option,aliases,default,paper_facing,diagnostic,legacy,duplicated,silent_override_risk,future_config_group
experiments/diagnostics/fig8_prediction_competition.py,713,--delay-modes,--delay-modes,"('current-delay',)",False,True,False,False,LOW,DiagnosticConfig
experiments/diagnostics/fig8_response_scale_sweep.py,78,--data,--data,'data/CBTest/data/cbt_train.txt',False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig8_response_scale_sweep.py,79,--num-sentences,--num-sentences,,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig8_response_scale_sweep.py,80,--response-scales,--response-scales,,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig8_response_scale_sweep.py,81,--checkpoints,--checkpoints,[],False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig8_response_scale_sweep.py,82,--seed,--seed,11,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig8_response_scale_sweep.py,83,--output-dir,--output-dir,,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig8_response_scale_sweep.py,84,--details-sample-sentences,--details-sample-sentences,20,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig8_response_scale_sweep.py,85,--trace-segments,--trace-segments,,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig8_scenario1_contribution.py,41,--data,--data,'data/CBTest/data/cbt_train.txt',False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig8_scenario1_contribution.py,42,--num-sentences,--num-sentences,,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig8_scenario1_contribution.py,43,--modes,--modes,MODES,False,True,False,False,LOW,DiagnosticConfig
experiments/diagnostics/fig8_scenario1_contribution.py,44,--seed,--seed,11,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig8_scenario1_contribution.py,45,--output-dir,--output-dir,,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig8_scenario1_contribution.py,46,--details-sample-sentences,--details-sample-sentences,20,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig8_scenario1_diagnostic.py,24,--data,--data,'data/CBTest/data/cbt_train.txt',False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig8_scenario1_diagnostic.py,25,--num-sentences,--num-sentences,,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig8_scenario1_diagnostic.py,26,--response-scales,--response-scales,,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig8_scenario1_diagnostic.py,27,--seed,--seed,11,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig8_scenario1_diagnostic.py,28,--output-csv,--output-csv,,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig8_scenario_temporal_credit_parity.py,639,--num-sentences,--num-sentences,20,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig8_scenario_temporal_credit_parity.py,640,--seed,--seed,11,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig8_scenario_temporal_credit_parity.py,641,--output-dir,--output-dir,,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig8_temporal_confirmation_semantics.py,866,--num-sentences,--num-sentences,20,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig8_temporal_confirmation_semantics.py,867,--seed,--seed,11,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig8_temporal_confirmation_semantics.py,868,--output-dir,--output-dir,'',False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig9_anchor_parity_abcd.py,677,--data,--data,'data/paper_nyc_taxi.csv',False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig9_anchor_parity_abcd.py,678,--limit,--limit,250,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig9_anchor_parity_abcd.py,679,--warmup,--warmup,200,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig9_anchor_parity_abcd.py,680,--output-dir,--output-dir,'',False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig9_anchor_parity_abcd.py,681,--skip-historical-validation,--skip-historical-validation,,False,True,False,False,LOW,DiagnosticConfig
experiments/diagnostics/fig9_taxi_prediction.py,565,--data,--data,'data/nyc_taxi.csv',False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig9_taxi_prediction.py,566,--seed,--seed,19,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig9_taxi_prediction.py,567,--limit,--limit,0,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig9_taxi_prediction.py,568,--eval-end,--eval-end,0,False,True,False,False,LOW,DiagnosticConfig
experiments/diagnostics/fig9_taxi_prediction.py,569,--warmup,--warmup,500,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig9_taxi_prediction.py,570,--horizon,--horizon,5,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig9_taxi_prediction.py,571,--value-bins,--value-bins,80,False,True,False,False,LOW,DiagnosticConfig
experiments/diagnostics/fig9_taxi_prediction.py,572,--symbol-mode,--symbol-mode,'record',False,True,False,False,LOW,DiagnosticConfig
experiments/diagnostics/fig9_taxi_prediction.py,573,--baseline,--baseline,'memory',False,True,False,False,LOW,DiagnosticConfig
experiments/diagnostics/fig9_taxi_prediction.py,586,--context-order,--context-order,2,False,True,False,False,LOW,DiagnosticConfig
experiments/diagnostics/fig9_taxi_prediction.py,587,--context-decay,--context-decay,1.0,False,True,False,False,LOW,DiagnosticConfig
experiments/diagnostics/fig9_taxi_prediction.py,588,--context-fallback-margin,--context-fallback-margin,0.0,False,True,False,False,LOW,DiagnosticConfig
experiments/diagnostics/fig9_taxi_prediction.py,589,--context-blend,--context-blend,0.0,False,True,False,False,LOW,DiagnosticConfig
experiments/diagnostics/fig9_taxi_prediction.py,590,--context-backoff,--context-backoff,,False,True,False,False,LOW,DiagnosticConfig
experiments/diagnostics/fig9_taxi_prediction.py,591,--min-confidence,--min-confidence,0.0,False,True,False,False,LOW,DiagnosticConfig
experiments/diagnostics/fig9_taxi_prediction.py,592,--knn-neighbors,--knn-neighbors,25,False,True,False,False,LOW,DiagnosticConfig
experiments/diagnostics/fig9_taxi_prediction.py,593,--knn-min-overlap,--knn-min-overlap,10,False,True,False,False,LOW,DiagnosticConfig
experiments/diagnostics/fig9_taxi_prediction.py,594,--knn-max-candidates,--knn-max-candidates,2000,False,True,False,False,LOW,DiagnosticConfig
experiments/diagnostics/fig9_taxi_prediction.py,595,--knn-fallback,--knn-fallback,,False,True,False,False,LOW,DiagnosticConfig
experiments/diagnostics/fig9_taxi_prediction.py,596,--mape-floor,--mape-floor,0.0,False,True,False,False,LOW,DiagnosticConfig
experiments/diagnostics/fig9_taxi_prediction.py,597,--num-columns,--num-columns,570,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig9_taxi_prediction.py,598,--neurons-per-column,--neurons-per-column,32,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig9_taxi_prediction.py,599,--k,--k,10,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig9_taxi_prediction.py,600,--l-match,--l-match,4,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig9_taxi_prediction.py,601,--forgetting-threshold,--forgetting-threshold,65.0,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/fig9_taxi_prediction.py,602,--report-every,--report-every,2000,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/inspect_fig9_checkpoint.py,48,checkpoint,checkpoint,,False,True,False,False,LOW,DiagnosticConfig
experiments/diagnostics/multihorizon_fig9_transfer.py,213,--dataset,--dataset,,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/multihorizon_fig9_transfer.py,214,--data,--data,'',False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/multihorizon_fig9_transfer.py,215,--horizons,--horizons,"(12, 24, 48, 96)",False,True,False,False,LOW,DiagnosticConfig
experiments/diagnostics/multihorizon_fig9_transfer.py,216,--warmup,--warmup,1000,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/multihorizon_fig9_transfer.py,217,--test-size,--test-size,20,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/multihorizon_fig9_transfer.py,218,--max-features,--max-features,8,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/multihorizon_fig9_transfer.py,219,--feature-columns,--feature-columns,58,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/multihorizon_fig9_transfer.py,220,--target-columns,--target-columns,482,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/multihorizon_fig9_transfer.py,221,--active-columns,--active-columns,10,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/multihorizon_fig9_transfer.py,222,--neurons-per-column,--neurons-per-column,32,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/multihorizon_fig9_transfer.py,223,--report-every,--report-every,250,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/multihorizon_fig9_transfer.py,224,--output-csv,--output-csv,'',False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/multihorizon_fig9_transfer.py,225,--output-summary,--output-summary,'',False,True,False,False,LOW,DiagnosticConfig
experiments/diagnostics/multivariate_fig9_transfer.py,325,--dataset,--dataset,,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/multivariate_fig9_transfer.py,326,--data,--data,'',False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/multivariate_fig9_transfer.py,327,--horizon,--horizon,1,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/multivariate_fig9_transfer.py,328,--warmup,--warmup,11520,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/multivariate_fig9_transfer.py,329,--warmup-ratio,--warmup-ratio,0.7,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/multivariate_fig9_transfer.py,330,--test-size,--test-size,2880,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/multivariate_fig9_transfer.py,331,--max-features,--max-features,8,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/multivariate_fig9_transfer.py,332,--feature-columns,--feature-columns,58,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/multivariate_fig9_transfer.py,333,--target-columns,--target-columns,482,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/multivariate_fig9_transfer.py,334,--active-columns,--active-columns,10,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/multivariate_fig9_transfer.py,335,--neurons-per-column,--neurons-per-column,32,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/multivariate_fig9_transfer.py,336,--report-every,--report-every,1000,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/multivariate_fig9_transfer.py,337,--output-csv,--output-csv,'',False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/multivariate_fig9_transfer.py,338,--output-plot,--output-plot,'',False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/weather_paper_snn.py,200,--data,--data,'data/weather/weather.csv',False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/weather_paper_snn.py,201,--horizon,--horizon,1,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/weather_paper_snn.py,202,--warmup-ratio,--warmup-ratio,0.7,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/weather_paper_snn.py,203,--warmup,--warmup,0,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/weather_paper_snn.py,204,--test-size,--test-size,2000,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/weather_paper_snn.py,205,--value-min,--value-min,,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/weather_paper_snn.py,206,--value-max,--value-max,,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/weather_paper_snn.py,207,--report-every,--report-every,1000,False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/weather_paper_snn.py,208,--output-csv,--output-csv,'',False,True,False,True,LOW,DiagnosticConfig
experiments/diagnostics/weather_paper_snn.py,209,--output-plot,--output-plot,'',False,True,False,True,LOW,DiagnosticConfig
experiments/fig7_reference_comparison.py,134,--reference,--reference,'.deps/ContinuousLearnExperiment.pkl',False,False,False,False,LOW,Fig7ProtocolConfig
experiments/fig7_reference_comparison.py,139,--snn-curves,--snn-curves,'results/fig7_strict_corrected/curves.csv',False,False,False,False,LOW,Fig7ProtocolConfig
experiments/fig7_reference_comparison.py,143,--output-dir,--output-dir,'results/fig7_reference_comparison',False,False,False,True,LOW,Fig7ProtocolConfig
experiments/fig7_repeated_trials.py,145,--trials,--trials,10,True,False,False,True,LOW,Fig7ProtocolConfig
experiments/fig7_repeated_trials.py,146,--seed,--seed,100,True,False,False,True,LOW,Fig7ProtocolConfig
experiments/fig7_repeated_trials.py,147,--tasks,--tasks,"['single', 'multiple-2', 'multiple-4']",True,False,False,False,LOW,Fig7ProtocolConfig
experiments/fig7_repeated_trials.py,148,--max-elements,--max-elements,0,True,False,False,True,LOW,Fig7ProtocolConfig
experiments/fig7_repeated_trials.py,149,--modify-after-elements,--modify-after-elements,10000,True,False,False,True,LOW,Fig7ProtocolConfig
experiments/fig7_repeated_trials.py,150,--recovery-accuracy,--recovery-accuracy,1.0,True,False,False,True,LOW,Fig7ProtocolConfig
experiments/fig7_repeated_trials.py,151,--report-every,--report-every,250,True,False,False,True,LOW,Fig7ProtocolConfig
experiments/fig7_repeated_trials.py,152,--workers,--workers,4,True,False,False,True,LOW,Fig7ProtocolConfig
experiments/fig7_repeated_trials.py,153,--output-dir,--output-dir,'results/fig7_strict',True,False,False,True,LOW,Fig7ProtocolConfig
experiments/fig7_sequence_prediction.py,273,--seed,--seed,7,True,False,False,True,LOW,Fig7ProtocolConfig
experiments/fig7_sequence_prediction.py,274,--task,--task,'single',True,False,False,True,LOW,Fig7ProtocolConfig
experiments/fig7_sequence_prediction.py,275,--max-elements,--max-elements,0,True,False,False,True,LOW,Fig7ProtocolConfig
experiments/fig7_sequence_prediction.py,281,--noise-symbols,--noise-symbols,50000,True,False,False,False,LOW,Fig7ProtocolConfig
experiments/fig7_sequence_prediction.py,282,--modify-after-elements,--modify-after-elements,10000,True,False,False,True,LOW,Fig7ProtocolConfig
experiments/fig7_sequence_prediction.py,288,--forgetting-threshold,--forgetting-threshold,None,True,False,False,True,LOW,Fig7ProtocolConfig
experiments/fig7_sequence_prediction.py,294,--recovery-accuracy,--recovery-accuracy,1.0,True,False,False,True,LOW,Fig7ProtocolConfig
experiments/fig7_sequence_prediction.py,295,--report-every,--report-every,500,True,False,False,True,LOW,Fig7ProtocolConfig
experiments/fig7_sequence_prediction.py,296,--output-csv,--output-csv,'',True,False,False,True,LOW,Fig7ProtocolConfig
experiments/fig8_resource_sweep.py,80,--data,--data,'data/CBTest/data/cbt_train.txt',False,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_resource_sweep.py,81,--num-sentences,--num-sentences,1000,False,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_resource_sweep.py,82,--columns,--columns,"[500, 400, 300, 200, 100, 50]",False,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_resource_sweep.py,83,--neurons,--neurons,"[4, 8, 12]",False,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_resource_sweep.py,84,--trials,--trials,10,False,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_resource_sweep.py,85,--data-seed,--data-seed,11,False,False,False,False,LOW,Fig8ProtocolConfig
experiments/fig8_resource_sweep.py,91,--seed,--seed,800,False,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_resource_sweep.py,92,--workers,--workers,6,False,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_resource_sweep.py,93,--output-dir,--output-dir,'results/fig8_resource_sweep',False,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_resource_sweep.py,94,--resume,--resume,,False,False,False,False,LOW,Fig8ProtocolConfig
experiments/fig8_retrieval_ablation.py,82,--data,--data,'data/CBTest/data/cbt_train.txt',False,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_retrieval_ablation.py,83,--num-sentences,--num-sentences,,False,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_retrieval_ablation.py,84,--seed,--seed,11,False,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_retrieval_ablation.py,85,--prefix-length,--prefix-length,6,False,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_retrieval_ablation.py,86,--num-columns,--num-columns,100,False,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_retrieval_ablation.py,87,--neurons-per-column,--neurons-per-column,10,False,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_retrieval_ablation.py,88,--k,--k,10,False,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_retrieval_ablation.py,89,--l-match,--l-match,3,False,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_retrieval_ablation.py,90,--forgetting-threshold,--forgetting-threshold,500.0,False,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_retrieval_ablation.py,91,--output-prefix,--output-prefix,,False,False,False,False,LOW,Fig8ProtocolConfig
experiments/fig8_retrieval_ablation.py,92,--neural-plot,--neural-plot,'',False,False,False,False,LOW,Fig8ProtocolConfig
experiments/fig8_retrieval_ablation.py,93,--model-checkpoint,--model-checkpoint,'',False,False,False,False,LOW,Fig8ProtocolConfig
experiments/fig8_retrieval_ablation.py,94,--resume-model,--resume-model,,False,False,False,False,LOW,Fig8ProtocolConfig
experiments/fig8_retrieval_ablation.py,95,--train-only,--train-only,,False,False,False,False,LOW,Fig8ProtocolConfig
experiments/fig8_retrieval_ablation.py,96,--evaluation-progress-every,--evaluation-progress-every,50,False,False,False,False,LOW,Fig8ProtocolConfig
experiments/fig8_retrieval_ablation.py,97,--retrieval-modes,--retrieval-modes,"('proximal-replay', 'neural')",False,False,False,False,LOW,Fig8ProtocolConfig
experiments/fig8_sentence_memory.py,434,--seed,--seed,11,True,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_sentence_memory.py,435,--data,--data,'data/CBTest/data/cbt_train.txt',True,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_sentence_memory.py,436,--num-sentences,--num-sentences,1000,True,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_sentence_memory.py,437,--prefix-length,--prefix-length,6,True,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_sentence_memory.py,438,--num-columns,--num-columns,100,True,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_sentence_memory.py,439,--neurons-per-column,--neurons-per-column,10,True,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_sentence_memory.py,440,--k,--k,10,True,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_sentence_memory.py,441,--l-match,--l-match,3,True,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_sentence_memory.py,442,--forgetting-threshold,--forgetting-threshold,500.0,True,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_sentence_memory.py,443,--report-every,--report-every,50,True,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_sentence_memory.py,444,--retrieval-mode,--retrieval-mode,'neural',True,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_sentence_memory.py,449,--neural-propagation,--neural-propagation,'raw',True,False,False,False,LOW,Fig8ProtocolConfig
experiments/fig8_sentence_memory.py,455,--temporal-confirmation-mode,--temporal-confirmation-mode,'current',True,False,False,False,LOW,Fig8ProtocolConfig
experiments/fig8_sentence_memory.py,461,--eval-samples,--eval-samples,0,True,False,False,False,LOW,Fig8ProtocolConfig
experiments/fig8_sentence_memory.py,467,--output-csv,--output-csv,'',True,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_sentence_memory.py,468,--output-plot,--output-plot,'',True,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8_sentence_memory.py,469,--details-csv,--details-csv,'',True,False,False,False,LOW,Fig8ProtocolConfig
experiments/fig8c_poem_memory.py,426,--data,--data,'data/fig8c_poems.json',False,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8c_poem_memory.py,427,--checkpoints,--checkpoints,"[40, 80, 120, 160, 200]",False,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8c_poem_memory.py,428,--columns,--columns,100,False,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8c_poem_memory.py,429,--neurons,--neurons,10,False,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8c_poem_memory.py,430,--k,--k,10,False,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8c_poem_memory.py,431,--interlayer-source-neurons,--interlayer-source-neurons,10,False,False,False,False,LOW,Fig8ProtocolConfig
experiments/fig8c_poem_memory.py,432,--seed,--seed,73,False,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8c_poem_memory.py,433,--output-csv,--output-csv,'results/fig8c_poem_memory.csv',False,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8c_poem_memory.py,434,--output-details,--output-details,'results/fig8c_poem_details.csv',False,False,False,False,LOW,Fig8ProtocolConfig
experiments/fig8c_poem_memory.py,435,--output-plot,--output-plot,'results/fig8c_poem_memory.png',False,False,False,True,LOW,Fig8ProtocolConfig
experiments/fig8c_poem_memory.py,436,--output-diagnostic-plot,--output-diagnostic-plot,'results/fig8c_poem_diagnostics.png',False,True,False,False,LOW,DiagnosticConfig
experiments/fig8c_poem_memory.py,440,--reuse-single-summary,--reuse-single-summary,,False,False,False,False,LOW,Fig8ProtocolConfig
experiments/fig8c_poem_memory.py,441,--reuse-single-details,--reuse-single-details,,False,False,False,False,LOW,Fig8ProtocolConfig
experiments/fig9/evaluation_metric_audit.py,605,--root,--root,Path(__file__).resolve().parents[2],False,False,False,False,LOW,Fig9ProtocolConfig
experiments/fig9/evaluation_metric_audit.py,606,--output-dir,--output-dir,,False,False,False,True,LOW,Fig9ProtocolConfig
experiments/fig9_compare_runs.py,102,--original,--original,'results/fig9_corrected_original.csv',False,False,False,False,LOW,Fig9ProtocolConfig
experiments/fig9_compare_runs.py,103,--perturbed,--perturbed,'results/fig9_corrected_perturbed.csv',False,False,False,False,LOW,Fig9ProtocolConfig
experiments/fig9_compare_runs.py,106,--output-dir,--output-dir,'results/fig9_corrected_comparison',False,False,False,True,LOW,Fig9ProtocolConfig
experiments/fig9_recompute_rolling.py,48,paths,paths,"['results/fig9_corrected_original.csv', 'results/fig9_corrected_perturbed.csv']",False,False,False,False,LOW,Fig9ProtocolConfig
experiments/fig9_recompute_rolling.py,56,--window,--window,400,False,False,False,False,LOW,Fig9ProtocolConfig
experiments/fig9_recompute_rolling.py,57,--plot-start,--plot-start,'2015-03-25',False,False,False,True,LOW,Fig9ProtocolConfig
experiments/fig9_strict_reproduction.py,5349,--data,--data,'data/paper_nyc_taxi.csv',True,False,False,True,LOW,Fig9ProtocolConfig
experiments/fig9_strict_reproduction.py,5350,--perturbed-data,--perturbed-data,'data/paper_nyc_taxi_perturb.csv',True,False,False,False,LOW,Fig9ProtocolConfig
experiments/fig9_strict_reproduction.py,5351,--limit,--limit,0,True,False,False,True,LOW,Fig9ProtocolConfig
experiments/fig9_strict_reproduction.py,5352,--warmup,--warmup,5904,True,False,False,True,LOW,Fig9ProtocolConfig
experiments/fig9_strict_reproduction.py,5353,--prediction-horizon,--prediction-horizon,5,True,False,False,False,LOW,Fig9ProtocolConfig
experiments/fig9_strict_reproduction.py,5354,--tie-break-seed,--tie-break-seed,0,True,False,False,False,LOW,Fig9ProtocolConfig
experiments/fig9_strict_reproduction.py,5355,--l-match,--l-match,4,True,False,False,True,LOW,Fig9ProtocolConfig
experiments/fig9_strict_reproduction.py,5362,--lmatch-real-ablation,--lmatch-real-ablation,,True,False,False,False,LOW,Fig9ProtocolConfig
experiments/fig9_strict_reproduction.py,5367,--output-dir,--output-dir,'results/fig9_strict',True,False,False,True,LOW,Fig9ProtocolConfig
experiments/fig9_strict_reproduction.py,5368,--density-trace,--density-trace,,False,True,False,False,LOW,DiagnosticConfig
experiments/fig9_strict_reproduction.py,5369,--density-trace-csv,--density-trace-csv,'',False,True,False,False,LOW,DiagnosticConfig
experiments/fig9_strict_reproduction.py,5370,--density-summary-json,--density-summary-json,'',True,False,False,False,LOW,Fig9ProtocolConfig
experiments/fig9_strict_reproduction.py,5371,--competition-mode,--competition-mode,'off',True,False,False,False,LOW,Fig9ProtocolConfig
experiments/fig9_strict_reproduction.py,5377,--inhibition-strength,--inhibition-strength,0.1,True,False,False,False,LOW,Fig9ProtocolConfig
experiments/fig9_strict_reproduction.py,5378,--inhibition-tau,--inhibition-tau,0.02,True,False,False,False,LOW,Fig9ProtocolConfig
experiments/fig9_strict_reproduction.py,5379,--simultaneous-tolerance,--simultaneous-tolerance,0.0,True,False,False,False,LOW,Fig9ProtocolConfig
experiments/fig9_strict_reproduction.py,5380,--simultaneous-policy,--simultaneous-policy,'sequential',True,False,False,False,LOW,Fig9ProtocolConfig
experiments/fig9_strict_reproduction.py,5385,--simultaneous-bin-width,--simultaneous-bin-width,0.005,True,False,False,False,LOW,Fig9ProtocolConfig
experiments/fig9_strict_reproduction.py,5390,--oracle-candidate-diagnostic,--oracle-candidate-diagnostic,,False,True,False,False,LOW,DiagnosticConfig
experiments/fig9_strict_reproduction.py,5395,--candidate-separability-trace,--candidate-separability-trace,,False,True,False,False,LOW,DiagnosticConfig
experiments/fig9_strict_reproduction.py,5400,--branch-provenance-diagnostic,--branch-provenance-diagnostic,,False,True,False,False,LOW,DiagnosticConfig
experiments/fig9_strict_reproduction.py,5405,--branch-provenance-level,--branch-provenance-level,'candidate',True,False,False,False,LOW,Fig9ProtocolConfig
experiments/fig9_strict_reproduction.py,5410,--branch-source-top-n,--branch-source-top-n,0,True,False,False,False,LOW,Fig9ProtocolConfig
experiments/fig9_strict_reproduction.py,5416,--preselection-segment-diagnostic,--preselection-segment-diagnostic,,False,True,False,False,LOW,DiagnosticConfig
experiments/fig9_strict_reproduction.py,5421,--preselection-segment-level,--preselection-segment-level,'crossing',True,False,False,False,LOW,Fig9ProtocolConfig
experiments/fig9_strict_reproduction.py,5426,--preselection-segment-compress,--preselection-segment-compress,,True,False,False,False,LOW,Fig9ProtocolConfig
experiments/fig9_strict_reproduction.py,5431,--preselection-max-rows,--preselection-max-rows,0,True,False,False,False,LOW,Fig9ProtocolConfig
experiments/fig9_strict_reproduction.py,5437,--teacher-forced-winner-diagnostic,--teacher-forced-winner-diagnostic,,False,True,False,False,LOW,DiagnosticConfig
experiments/fig9_strict_reproduction.py,5442,--teacher-forced-winner-level,--teacher-forced-winner-level,'summary',False,True,False,False,LOW,DiagnosticConfig
experiments/fig9_strict_reproduction.py,5447,--observe-scenario-diagnostic,--observe-scenario-diagnostic,,False,True,False,False,LOW,DiagnosticConfig
experiments/fig9_strict_reproduction.py,5452,--observe-scenario-level,--observe-scenario-level,'summary',True,False,False,False,LOW,Fig9ProtocolConfig
experiments/fig9_strict_reproduction.py,5457,--reference-neuron-selection-diagnostic,--reference-neuron-selection-diagnostic,,False,True,False,False,LOW,DiagnosticConfig
experiments/fig9_strict_reproduction.py,5462,--reference-neuron-selection-level,--reference-neuron-selection-level,'summary',True,False,False,False,LOW,Fig9ProtocolConfig
experiments/fig9_strict_reproduction.py,5467,--intracolumn-selection-policy,--intracolumn-selection-policy,'existing',True,False,False,False,LOW,Fig9ProtocolConfig
experiments/fig9_strict_reproduction.py,5473,--intracolumn-selection-diagnostic,--intracolumn-selection-diagnostic,,False,True,False,False,LOW,DiagnosticConfig
