source_path,source_module,source_role,target_path,target_module,target_role,line,import_kind,architecture_flag
experiments/diagnostics/multivariate_fig9_transfer.py,experiments.diagnostics.multivariate_fig9_transfer,diagnostic,src/seqmem/encoding.py,seqmem.encoding,core,24,from,
experiments/diagnostics/multivariate_fig9_transfer.py,experiments.diagnostics.multivariate_fig9_transfer,diagnostic,src/seqmem/model.py,seqmem.model,core,30,from,
experiments/diagnostics/weather_paper_snn.py,experiments.diagnostics.weather_paper_snn,diagnostic,src/seqmem/encoding.py,seqmem.encoding,core,17,from,
experiments/diagnostics/weather_paper_snn.py,experiments.diagnostics.weather_paper_snn,diagnostic,src/seqmem/model.py,seqmem.model,core,22,from,
experiments/fig7_sequence_prediction.py,experiments.fig7_sequence_prediction,experiment,src/seqmem/encoding.py,seqmem.encoding,core,14,from,
experiments/fig7_sequence_prediction.py,experiments.fig7_sequence_prediction,experiment,src/seqmem/model.py,seqmem.model,core,15,from,
experiments/fig8_resource_sweep.py,experiments.fig8_resource_sweep,experiment,src/seqmem/encoding.py,seqmem.encoding,core,15,from,
experiments/fig8_resource_sweep.py,experiments.fig8_resource_sweep,experiment,src/seqmem/model.py,seqmem.model,core,16,from,
experiments/fig8_retrieval_ablation.py,experiments.fig8_retrieval_ablation,experiment,src/seqmem/encoding.py,seqmem.encoding,core,20,from,
experiments/fig8_retrieval_ablation.py,experiments.fig8_retrieval_ablation,experiment,src/seqmem/model.py,seqmem.model,core,21,from,
experiments/fig8_sentence_memory.py,experiments.fig8_sentence_memory,experiment,src/seqmem/encoding.py,seqmem.encoding,core,14,from,
experiments/fig8_sentence_memory.py,experiments.fig8_sentence_memory,experiment,src/seqmem/model.py,seqmem.model,core,15,from,
experiments/fig8c_poem_memory.py,experiments.fig8c_poem_memory,experiment,src/seqmem/encoding.py,seqmem.encoding,core,15,from,
experiments/fig8c_poem_memory.py,experiments.fig8c_poem_memory,experiment,src/seqmem/model.py,seqmem.model,core,16,from,
experiments/fig9/anchor_parity.py,experiments.fig9.anchor_parity,experiment,experiments/fig9/data.py,experiments.fig9.data,experiment,17,from,
experiments/fig9/anchor_parity.py,experiments.fig9.anchor_parity,experiment,experiments/fig9/metrics.py,experiments.fig9.metrics,experiment,18,from,
experiments/fig9/evaluation_metric_audit.py,experiments.fig9.evaluation_metric_audit,experiment,experiments/fig9/metrics.py,experiments.fig9.metrics,experiment,19,from,
experiments/fig9/learning.py,experiments.fig9.learning,experiment,src/seqmem/encoding.py,seqmem.encoding,core,5,from,
experiments/fig9/learning.py,experiments.fig9.learning,experiment,src/seqmem/model.py,seqmem.model,core,6,from,
experiments/fig9/parity.py,experiments.fig9.parity,experiment,experiments/fig9/data.py,experiments.fig9.data,experiment,21,from,
experiments/fig9/parity.py,experiments.fig9.parity,experiment,experiments/fig9/metrics.py,experiments.fig9.metrics,experiment,22,from,
experiments/fig9/parity.py,experiments.fig9.parity,experiment,experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,23,from,
experiments/fig9/parity.py,experiments.fig9.parity,experiment,src/seqmem/dynamics.py,seqmem.dynamics,core,27,from,
experiments/fig9/parity.py,experiments.fig9.parity,experiment,src/seqmem/encoding.py,seqmem.encoding,core,28,from,
experiments/fig9/parity.py,experiments.fig9.parity,experiment,src/seqmem/model.py,seqmem.model,core,29,from,
experiments/fig9_paper_snn.py,experiments.fig9_paper_snn,experiment,experiments/historical/fig9_paper_snn.py,experiments.historical.fig9_paper_snn,historical,18,from,ACTIVE_DEPENDS_ON_HISTORICAL
experiments/fig9_recompute_rolling.py,experiments.fig9_recompute_rolling,experiment,experiments/fig9_paper_snn.py,experiments.fig9_paper_snn,experiment,10,from,
experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,experiments/fig9/__init__.py,experiments.fig9,experiment,40,from,
experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,experiments/diagnostics/fig9_competitive_inhibition.py,experiments.diagnostics.fig9_competitive_inhibition,diagnostic,50,from,STRICT_DEPENDS_ON_DIAGNOSTIC
experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,experiments/diagnostics/fig9_oracle_candidate.py,experiments.diagnostics.fig9_oracle_candidate,diagnostic,58,from,STRICT_DEPENDS_ON_DIAGNOSTIC
experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,experiments/diagnostics/fig9_candidate_score_trace.py,experiments.diagnostics.fig9_candidate_score_trace,diagnostic,63,from,STRICT_DEPENDS_ON_DIAGNOSTIC
experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,experiments/diagnostics/fig9_candidate_context_oracle.py,experiments.diagnostics.fig9_candidate_context_oracle,diagnostic,67,from,STRICT_DEPENDS_ON_DIAGNOSTIC
experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,experiments/diagnostics/fig9_branch_provenance.py,experiments.diagnostics.fig9_branch_provenance,diagnostic,72,from,STRICT_DEPENDS_ON_DIAGNOSTIC
experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,experiments/diagnostics/fig9_preselection_segments.py,experiments.diagnostics.fig9_preselection_segments,diagnostic,79,from,STRICT_DEPENDS_ON_DIAGNOSTIC
experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,experiments/diagnostics/fig9_teacher_forced_identity.py,experiments.diagnostics.fig9_teacher_forced_identity,diagnostic,84,from,STRICT_DEPENDS_ON_DIAGNOSTIC
experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,experiments/diagnostics/fig9_intracolumn_selector.py,experiments.diagnostics.fig9_intracolumn_selector,diagnostic,93,from,STRICT_DEPENDS_ON_DIAGNOSTIC
experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,experiments/diagnostics/fig9_readout_dynamics.py,experiments.diagnostics.fig9_readout_dynamics,diagnostic,101,from,STRICT_DEPENDS_ON_DIAGNOSTIC
experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,experiments/diagnostics/fig9_match_overlap.py,experiments.diagnostics.fig9_match_overlap,diagnostic,106,from,STRICT_DEPENDS_ON_DIAGNOSTIC
experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,experiments/diagnostics/fig9_segment_context_composition.py,experiments.diagnostics.fig9_segment_context_composition,diagnostic,114,from,STRICT_DEPENDS_ON_DIAGNOSTIC
experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,experiments/diagnostics/fig9_context_trajectory.py,experiments.diagnostics.fig9_context_trajectory,diagnostic,120,from,STRICT_DEPENDS_ON_DIAGNOSTIC
experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,experiments/diagnostics/fig9_temporal_context.py,experiments.diagnostics.fig9_temporal_context,diagnostic,125,from,STRICT_DEPENDS_ON_DIAGNOSTIC
experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,experiments/diagnostics/fig9_autonomous_context_provenance.py,experiments.diagnostics.fig9_autonomous_context_provenance,diagnostic,129,from,STRICT_DEPENDS_ON_DIAGNOSTIC
experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,experiments/diagnostics/fig9_segment_reinforcement.py,experiments.diagnostics.fig9_segment_reinforcement,diagnostic,133,from,STRICT_DEPENDS_ON_DIAGNOSTIC
experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,experiments/diagnostics/fig9_ambiguity.py,experiments.diagnostics.fig9_ambiguity,diagnostic,139,from,STRICT_DEPENDS_ON_DIAGNOSTIC
experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,experiments/diagnostics/fig9_independent_reference.py,experiments.diagnostics.fig9_independent_reference,diagnostic,145,from,STRICT_DEPENDS_ON_DIAGNOSTIC
experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,experiments/diagnostics/fig9_actual_branch_provenance.py,experiments.diagnostics.fig9_actual_branch_provenance,diagnostic,153,from,STRICT_DEPENDS_ON_DIAGNOSTIC
experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,src/seqmem/encoding.py,seqmem.encoding,core,163,from,
experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,src/seqmem/__init__.py,seqmem,core,169,from,
experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,src/seqmem/dynamics.py,seqmem.dynamics,core,170,from,
experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,src/seqmem/model.py,seqmem.model,core,171,from,
experiments/historical/fig9_paper_snn.py,experiments.historical.fig9_paper_snn,historical,experiments/fig9/data.py,experiments.fig9.data,experiment,21,from,
experiments/historical/fig9_paper_snn.py,experiments.historical.fig9_paper_snn,historical,experiments/fig9/learning.py,experiments.fig9.learning,experiment,22,from,
experiments/historical/fig9_paper_snn.py,experiments.historical.fig9_paper_snn,historical,experiments/fig9/metrics.py,experiments.fig9.metrics,experiment,23,from,
experiments/historical/fig9_paper_snn.py,experiments.historical.fig9_paper_snn,historical,experiments/fig9/outputs.py,experiments.fig9.outputs,experiment,24,from,
experiments/historical/fig9_paper_snn.py,experiments.historical.fig9_paper_snn,historical,src/seqmem/encoding.py,seqmem.encoding,core,25,from,
experiments/historical/fig9_paper_snn.py,experiments.historical.fig9_paper_snn,historical,src/seqmem/model.py,seqmem.model,core,32,from,
src/seqmem/model.py,seqmem.model,core,src/seqmem/dynamics.py,seqmem.dynamics,core,18,from,
src/seqmem/model.py,seqmem.model,core,src/seqmem/encoding.py,seqmem.encoding,core,23,from,
tests/test_architecture_boundaries.py,tests.test_architecture_boundaries,test,src/seqmem/model.py,seqmem.model,core,14,from,
tests/test_fig8_branch_coherence.py,tests.test_fig8_branch_coherence,test,experiments/diagnostics/fig8_branch_coherence.py,experiments.diagnostics.fig8_branch_coherence,diagnostic,7,from,
tests/test_fig8_branch_coherence.py,tests.test_fig8_branch_coherence,test,experiments/diagnostics/fig8_prediction_competition.py,experiments.diagnostics.fig8_prediction_competition,diagnostic,11,from,
tests/test_fig8_branch_coherence.py,tests.test_fig8_branch_coherence,test,experiments/fig8_sentence_memory.py,experiments.fig8_sentence_memory,experiment,12,from,
tests/test_fig8_branch_coherence.py,tests.test_fig8_branch_coherence,test,src/seqmem/encoding.py,seqmem.encoding,core,13,from,
tests/test_fig8_branch_coherence.py,tests.test_fig8_branch_coherence,test,src/seqmem/model.py,seqmem.model,core,14,from,
tests/test_fig8_false_positive_diagnostics.py,tests.test_fig8_false_positive_diagnostics,test,experiments/diagnostics/fig8_diagnostic_common.py,experiments.diagnostics.fig8_diagnostic_common,diagnostic,9,from,
tests/test_fig8_false_positive_diagnostics.py,tests.test_fig8_false_positive_diagnostics,test,experiments/fig8_sentence_memory.py,experiments.fig8_sentence_memory,experiment,14,from,
tests/test_fig8_false_positive_diagnostics.py,tests.test_fig8_false_positive_diagnostics,test,src/seqmem/encoding.py,seqmem.encoding,core,20,from,
tests/test_fig8_false_positive_diagnostics.py,tests.test_fig8_false_positive_diagnostics,test,src/seqmem/model.py,seqmem.model,core,21,from,
tests/test_fig8_intralayer_plasticity_parity.py,tests.test_fig8_intralayer_plasticity_parity,test,experiments/fig8_sentence_memory.py,experiments.fig8_sentence_memory,experiment,7,from,
tests/test_fig8_intralayer_plasticity_parity.py,tests.test_fig8_intralayer_plasticity_parity,test,src/seqmem/encoding.py,seqmem.encoding,core,8,from,
tests/test_fig8_intralayer_plasticity_parity.py,tests.test_fig8_intralayer_plasticity_parity,test,src/seqmem/model.py,seqmem.model,core,9,from,
tests/test_fig8_neural_retrieval.py,tests.test_fig8_neural_retrieval,test,experiments/fig8_sentence_memory.py,experiments.fig8_sentence_memory,experiment,7,from,
tests/test_fig8_neural_retrieval.py,tests.test_fig8_neural_retrieval,test,src/seqmem/encoding.py,seqmem.encoding,core,8,from,
tests/test_fig8_neural_retrieval.py,tests.test_fig8_neural_retrieval,test,src/seqmem/model.py,seqmem.model,core,9,from,
tests/test_fig8_prediction_competition.py,tests.test_fig8_prediction_competition,test,experiments/diagnostics/fig8_prediction_competition.py,experiments.diagnostics.fig8_prediction_competition,diagnostic,7,from,
tests/test_fig8_prediction_competition.py,tests.test_fig8_prediction_competition,test,experiments/fig8_sentence_memory.py,experiments.fig8_sentence_memory,experiment,11,from,
tests/test_fig8_prediction_competition.py,tests.test_fig8_prediction_competition,test,src/seqmem/encoding.py,seqmem.encoding,core,12,from,
tests/test_fig8_prediction_competition.py,tests.test_fig8_prediction_competition,test,src/seqmem/model.py,seqmem.model,core,13,from,
tests/test_fig8_scenario1_contribution.py,tests.test_fig8_scenario1_contribution,test,experiments/fig8_sentence_memory.py,experiments.fig8_sentence_memory,experiment,6,from,
tests/test_fig8_scenario1_contribution.py,tests.test_fig8_scenario1_contribution,test,src/seqmem/encoding.py,seqmem.encoding,core,7,from,
tests/test_fig8_scenario1_contribution.py,tests.test_fig8_scenario1_contribution,test,src/seqmem/model.py,seqmem.model,core,8,from,
tests/test_fig8_scenario_temporal_credit_parity.py,tests.test_fig8_scenario_temporal_credit_parity,test,experiments/diagnostics/fig8_diagnostic_common.py,experiments.diagnostics.fig8_diagnostic_common,diagnostic,6,from,
tests/test_fig8_scenario_temporal_credit_parity.py,tests.test_fig8_scenario_temporal_credit_parity,test,experiments/diagnostics/fig8_scenario_temporal_credit_parity.py,experiments.diagnostics.fig8_scenario_temporal_credit_parity,diagnostic,7,from,
tests/test_fig8_scenario_temporal_credit_parity.py,tests.test_fig8_scenario_temporal_credit_parity,test,experiments/fig8_sentence_memory.py,experiments.fig8_sentence_memory,experiment,14,from,
tests/test_fig8_scenario_temporal_credit_parity.py,tests.test_fig8_scenario_temporal_credit_parity,test,src/seqmem/model.py,seqmem.model,core,15,from,
tests/test_fig8_scenario_temporal_credit_parity.py,tests.test_fig8_scenario_temporal_credit_parity,test,experiments/diagnostics/fig8_scenario_temporal_credit_parity.py,experiments.diagnostics.fig8_scenario_temporal_credit_parity,diagnostic,143,from,
tests/test_fig8_scenario_temporal_credit_parity.py,tests.test_fig8_scenario_temporal_credit_parity,test,experiments/diagnostics/fig8_scenario_temporal_credit_parity.py,experiments.diagnostics.fig8_scenario_temporal_credit_parity,diagnostic,147,from,
tests/test_fig8_scenario_temporal_credit_parity.py,tests.test_fig8_scenario_temporal_credit_parity,test,src/seqmem/model.py,seqmem.model,core,151,from,
tests/test_fig8_scenario_temporal_credit_parity.py,tests.test_fig8_scenario_temporal_credit_parity,test,experiments/diagnostics/fig8_scenario_temporal_credit_parity.py,experiments.diagnostics.fig8_scenario_temporal_credit_parity,diagnostic,161,from,
tests/test_fig8_scenario_temporal_credit_parity.py,tests.test_fig8_scenario_temporal_credit_parity,test,src/seqmem/model.py,seqmem.model,core,173,from,
tests/test_fig8_temporal_confirmation_semantics.py,tests.test_fig8_temporal_confirmation_semantics,test,experiments/diagnostics/fig8_diagnostic_common.py,experiments.diagnostics.fig8_diagnostic_common,diagnostic,5,from,
tests/test_fig8_temporal_confirmation_semantics.py,tests.test_fig8_temporal_confirmation_semantics,test,experiments/diagnostics/fig8_temporal_confirmation_semantics.py,experiments.diagnostics.fig8_temporal_confirmation_semantics,diagnostic,6,from,
tests/test_fig8_temporal_confirmation_semantics.py,tests.test_fig8_temporal_confirmation_semantics,test,src/seqmem/encoding.py,seqmem.encoding,core,12,from,
tests/test_fig8_temporal_confirmation_semantics.py,tests.test_fig8_temporal_confirmation_semantics,test,src/seqmem/model.py,seqmem.model,core,13,from,
tests/test_fig8c_poem_memory.py,tests.test_fig8c_poem_memory,test,src/seqmem/encoding.py,seqmem.encoding,core,13,from,
tests/test_fig9_actual_branch_provenance.py,tests.test_fig9_actual_branch_provenance,test,experiments/diagnostics/fig9_actual_branch_provenance.py,experiments.diagnostics.fig9_actual_branch_provenance,diagnostic,7,from,
tests/test_fig9_actual_branch_provenance.py,tests.test_fig9_actual_branch_provenance,test,experiments/diagnostics/fig9_actual_branch_provenance.py,experiments.diagnostics.fig9_actual_branch_provenance,diagnostic,77,from,
tests/test_fig9_ambiguity.py,tests.test_fig9_ambiguity,test,experiments/diagnostics/fig9_ambiguity.py,experiments.diagnostics.fig9_ambiguity,diagnostic,12,from,
tests/test_fig9_ambiguity.py,tests.test_fig9_ambiguity,test,experiments/diagnostics/fig9_competitive_inhibition.py,experiments.diagnostics.fig9_competitive_inhibition,diagnostic,18,from,
tests/test_fig9_ambiguity.py,tests.test_fig9_ambiguity,test,experiments/diagnostics/fig9_oracle_candidate.py,experiments.diagnostics.fig9_oracle_candidate,diagnostic,19,from,
tests/test_fig9_ambiguity.py,tests.test_fig9_ambiguity,test,experiments/fig9/__init__.py,experiments.fig9,experiment,20,from,
tests/test_fig9_ambiguity.py,tests.test_fig9_ambiguity,test,experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,21,from,
tests/test_fig9_ambiguity.py,tests.test_fig9_ambiguity,test,src/seqmem/model.py,seqmem.model,core,22,from,
tests/test_fig9_anchor_parity.py,tests.test_fig9_anchor_parity,test,experiments/diagnostics/fig9_anchor_parity_abcd.py,experiments.diagnostics.fig9_anchor_parity_abcd,diagnostic,10,from,
tests/test_fig9_anchor_parity.py,tests.test_fig9_anchor_parity,test,experiments/fig9/anchor_parity.py,experiments.fig9.anchor_parity,experiment,20,from,
tests/test_fig9_anchor_parity.py,tests.test_fig9_anchor_parity,test,experiments/fig9/data.py,experiments.fig9.data,experiment,42,from,
tests/test_fig9_anchor_parity.py,tests.test_fig9_anchor_parity,test,experiments/fig9/metrics.py,experiments.fig9.metrics,experiment,43,from,
tests/test_fig9_anchor_parity.py,tests.test_fig9_anchor_parity,test,experiments/fig9/parity.py,experiments.fig9.parity,experiment,44,from,
tests/test_fig9_anchor_parity.py,tests.test_fig9_anchor_parity,test,experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,45,from,
tests/test_fig9_anchor_parity.py,tests.test_fig9_anchor_parity,test,src/seqmem/encoding.py,seqmem.encoding,core,46,from,
tests/test_fig9_anchor_parity.py,tests.test_fig9_anchor_parity,test,src/seqmem/model.py,seqmem.model,core,47,from,
tests/test_fig9_autonomous_context_provenance.py,tests.test_fig9_autonomous_context_provenance,test,experiments/diagnostics/fig9_autonomous_context_provenance.py,experiments.diagnostics.fig9_autonomous_context_provenance,diagnostic,8,from,
tests/test_fig9_autonomous_context_provenance.py,tests.test_fig9_autonomous_context_provenance,test,src/seqmem/encoding.py,seqmem.encoding,core,14,from,
tests/test_fig9_autonomous_context_provenance.py,tests.test_fig9_autonomous_context_provenance,test,src/seqmem/model.py,seqmem.model,core,15,from,
tests/test_fig9_branch_identity.py,tests.test_fig9_branch_identity,test,experiments/diagnostics/analyze_fig9_branch_identity.py,experiments.diagnostics.analyze_fig9_branch_identity,diagnostic,6,from,
tests/test_fig9_branch_provenance.py,tests.test_fig9_branch_provenance,test,experiments/diagnostics/analyze_fig9_branch_provenance.py,experiments.diagnostics.analyze_fig9_branch_provenance,diagnostic,13,from,
tests/test_fig9_branch_provenance.py,tests.test_fig9_branch_provenance,test,experiments/diagnostics/fig9_branch_provenance.py,experiments.diagnostics.fig9_branch_provenance,diagnostic,14,from,
tests/test_fig9_branch_provenance.py,tests.test_fig9_branch_provenance,test,experiments/diagnostics/fig9_competitive_inhibition.py,experiments.diagnostics.fig9_competitive_inhibition,diagnostic,20,from,
tests/test_fig9_branch_provenance.py,tests.test_fig9_branch_provenance,test,experiments/fig9/__init__.py,experiments.fig9,experiment,23,from,
tests/test_fig9_branch_provenance.py,tests.test_fig9_branch_provenance,test,experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,24,from,
tests/test_fig9_branch_provenance.py,tests.test_fig9_branch_provenance,test,src/seqmem/encoding.py,seqmem.encoding,core,32,from,
tests/test_fig9_branch_provenance.py,tests.test_fig9_branch_provenance,test,src/seqmem/model.py,seqmem.model,core,33,from,
tests/test_fig9_candidate_context_oracle.py,tests.test_fig9_candidate_context_oracle,test,experiments/diagnostics/fig9_candidate_context_oracle.py,experiments.diagnostics.fig9_candidate_context_oracle,diagnostic,10,from,
tests/test_fig9_candidate_context_oracle.py,tests.test_fig9_candidate_context_oracle,test,experiments/diagnostics/analyze_fig9_context_oracle.py,experiments.diagnostics.analyze_fig9_context_oracle,diagnostic,18,from,
tests/test_fig9_candidate_score_separability.py,tests.test_fig9_candidate_score_separability,test,experiments/diagnostics/analyze_fig9_candidate_score_separability.py,experiments.diagnostics.analyze_fig9_candidate_score_separability,diagnostic,11,from,
tests/test_fig9_candidate_score_separability.py,tests.test_fig9_candidate_score_separability,test,experiments/diagnostics/fig9_candidate_score_trace.py,experiments.diagnostics.fig9_candidate_score_trace,diagnostic,23,from,
tests/test_fig9_candidate_score_separability.py,tests.test_fig9_candidate_score_separability,test,experiments/diagnostics/fig9_competitive_inhibition.py,experiments.diagnostics.fig9_competitive_inhibition,diagnostic,27,from,
tests/test_fig9_candidate_score_separability.py,tests.test_fig9_candidate_score_separability,test,experiments/diagnostics/fig9_oracle_candidate.py,experiments.diagnostics.fig9_oracle_candidate,diagnostic,30,from,
tests/test_fig9_candidate_score_separability.py,tests.test_fig9_candidate_score_separability,test,experiments/fig9/__init__.py,experiments.fig9,experiment,31,from,
tests/test_fig9_candidate_score_separability.py,tests.test_fig9_candidate_score_separability,test,experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,32,from,
tests/test_fig9_competition_policy_comparison.py,tests.test_fig9_competition_policy_comparison,test,experiments/diagnostics/compare_fig9_competition_policies.py,experiments.diagnostics.compare_fig9_competition_policies,diagnostic,7,from,
tests/test_fig9_competitive_inhibition.py,tests.test_fig9_competitive_inhibition,test,experiments/diagnostics/fig9_competitive_inhibition.py,experiments.diagnostics.fig9_competitive_inhibition,diagnostic,10,from,
tests/test_fig9_competitive_inhibition.py,tests.test_fig9_competitive_inhibition,test,experiments/fig9/__init__.py,experiments.fig9,experiment,17,from,
tests/test_fig9_competitive_inhibition.py,tests.test_fig9_competitive_inhibition,test,experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,18,from,
tests/test_fig9_competitive_inhibition.py,tests.test_fig9_competitive_inhibition,test,src/seqmem/encoding.py,seqmem.encoding,core,28,from,
tests/test_fig9_competitive_inhibition.py,tests.test_fig9_competitive_inhibition,test,src/seqmem/model.py,seqmem.model,core,29,from,
tests/test_fig9_context_trajectory.py,tests.test_fig9_context_trajectory,test,experiments/diagnostics/analyze_fig9_context_trajectory_decomposition.py,experiments.diagnostics.analyze_fig9_context_trajectory_decomposition,diagnostic,11,from,
tests/test_fig9_context_trajectory.py,tests.test_fig9_context_trajectory,test,experiments/diagnostics/fig9_context_trajectory.py,experiments.diagnostics.fig9_context_trajectory,diagnostic,14,from,
tests/test_fig9_context_trajectory.py,tests.test_fig9_context_trajectory,test,experiments/diagnostics/fig9_oracle_candidate.py,experiments.diagnostics.fig9_oracle_candidate,diagnostic,20,from,
tests/test_fig9_context_trajectory.py,tests.test_fig9_context_trajectory,test,experiments/fig9/data.py,experiments.fig9.data,experiment,21,from,
tests/test_fig9_context_trajectory.py,tests.test_fig9_context_trajectory,test,experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,22,from,
tests/test_fig9_context_trajectory.py,tests.test_fig9_context_trajectory,test,src/seqmem/encoding.py,seqmem.encoding,core,29,from,
tests/test_fig9_context_trajectory.py,tests.test_fig9_context_trajectory,test,src/seqmem/model.py,seqmem.model,core,30,from,
tests/test_fig9_evaluation_metric_audit.py,tests.test_fig9_evaluation_metric_audit,test,experiments/fig9/evaluation_metric_audit.py,experiments.fig9.evaluation_metric_audit,experiment,12,from,
tests/test_fig9_evaluation_metric_audit.py,tests.test_fig9_evaluation_metric_audit,test,experiments/fig9/metrics.py,experiments.fig9.metrics,experiment,21,from,
tests/test_fig9_evaluation_metric_audit.py,tests.test_fig9_evaluation_metric_audit,test,experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,27,from,
tests/test_fig9_independent_reference.py,tests.test_fig9_independent_reference,test,experiments/diagnostics/fig9_independent_reference.py,experiments.diagnostics.fig9_independent_reference,diagnostic,3,from,
tests/test_fig9_independent_reference.py,tests.test_fig9_independent_reference,test,experiments/diagnostics/fig9_branch_provenance.py,experiments.diagnostics.fig9_branch_provenance,diagnostic,9,from,
tests/test_fig9_intracolumn_selector.py,tests.test_fig9_intracolumn_selector,test,experiments/diagnostics/fig9_intracolumn_selector.py,experiments.diagnostics.fig9_intracolumn_selector,diagnostic,12,from,
tests/test_fig9_intracolumn_selector.py,tests.test_fig9_intracolumn_selector,test,experiments/diagnostics/analyze_fig9_intracolumn_selector.py,experiments.diagnostics.analyze_fig9_intracolumn_selector,diagnostic,17,from,
tests/test_fig9_intracolumn_selector.py,tests.test_fig9_intracolumn_selector,test,experiments/diagnostics/fig9_oracle_candidate.py,experiments.diagnostics.fig9_oracle_candidate,diagnostic,18,from,
tests/test_fig9_intracolumn_selector.py,tests.test_fig9_intracolumn_selector,test,experiments/diagnostics/fig9_competitive_inhibition.py,experiments.diagnostics.fig9_competitive_inhibition,diagnostic,19,from,
tests/test_fig9_intracolumn_selector.py,tests.test_fig9_intracolumn_selector,test,experiments/fig9/__init__.py,experiments.fig9,experiment,22,from,
tests/test_fig9_intracolumn_selector.py,tests.test_fig9_intracolumn_selector,test,experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,23,from,
tests/test_fig9_intracolumn_selector.py,tests.test_fig9_intracolumn_selector,test,src/seqmem/encoding.py,seqmem.encoding,core,27,from,
tests/test_fig9_intracolumn_selector.py,tests.test_fig9_intracolumn_selector,test,src/seqmem/model.py,seqmem.model,core,28,from,
tests/test_fig9_l2_stack_component.py,tests.test_fig9_l2_stack_component,test,experiments/diagnostics/analyze_fig9_l2_stack_component_2x2.py,experiments.diagnostics.analyze_fig9_l2_stack_component_2x2,diagnostic,5,from,
tests/test_fig9_l2_stack_component.py,tests.test_fig9_l2_stack_component,test,experiments/diagnostics/analyze_fig9_lmatch_stack_2x2.py,experiments.diagnostics.analyze_fig9_lmatch_stack_2x2,diagnostic,11,from,
tests/test_fig9_lmatch_ablation.py,tests.test_fig9_lmatch_ablation,test,experiments/diagnostics/analyze_fig9_lmatch_ablation.py,experiments.diagnostics.analyze_fig9_lmatch_ablation,diagnostic,14,from,
tests/test_fig9_lmatch_ablation.py,tests.test_fig9_lmatch_ablation,test,experiments/fig9/__init__.py,experiments.fig9,experiment,20,from,
tests/test_fig9_lmatch_ablation.py,tests.test_fig9_lmatch_ablation,test,experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,21,from,
tests/test_fig9_lmatch_ablation.py,tests.test_fig9_lmatch_ablation,test,src/seqmem/encoding.py,seqmem.encoding,core,31,from,
tests/test_fig9_lmatch_ablation.py,tests.test_fig9_lmatch_ablation,test,src/seqmem/model.py,seqmem.model,core,32,from,
tests/test_fig9_lmatch_stack_2x2.py,tests.test_fig9_lmatch_stack_2x2,test,experiments/diagnostics/analyze_fig9_lmatch_stack_2x2.py,experiments.diagnostics.analyze_fig9_lmatch_stack_2x2,diagnostic,5,from,
tests/test_fig9_long_sequence.py,tests.test_fig9_long_sequence,test,experiments/diagnostics/analyze_fig9_l2_l4_long_sequence.py,experiments.diagnostics.analyze_fig9_l2_l4_long_sequence,diagnostic,9,from,
tests/test_fig9_long_sequence.py,tests.test_fig9_long_sequence,test,experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,16,from,
