path,directory,size_bytes_recursive,mtime_latest,experiment_family,known_commit,protocol_available,checkpoint,report,raw_prediction,temporary,credibility,regeneration_cost,suggested_future_action
results/fig9_diagnostics/readout_dynamics_smoke50_p0,readout_dynamics_smoke50_p0,14476081,2026-08-11T09:34:49.336219,Fig9,,True,False,False,True,True,C,LOW,REGENERABLE
results/fig9_diagnostics/readout_dynamics_smoke50_p2,readout_dynamics_smoke50_p2,23262551,2026-08-11T09:37:09.611868,Fig9,,True,False,False,True,True,C,LOW,REGENERABLE
results/fig9_diagnostics/readout_dynamics_smoke50_p3,readout_dynamics_smoke50_p3,24405619,2026-08-11T09:39:52.569730,Fig9,,True,False,False,True,True,C,LOW,REGENERABLE
results/fig9_diagnostics/readout_dynamics_smoke_p0,readout_dynamics_smoke_p0,1140120,2026-08-11T09:22:55.054919,Fig9,,True,False,False,True,True,C,LOW,REGENERABLE
results/fig9_diagnostics/readout_dynamics_smoke_p2,readout_dynamics_smoke_p2,1921835,2026-08-11T09:30:46.321888,Fig9,,True,False,False,True,True,C,LOW,REGENERABLE
results/fig9_diagnostics/readout_dynamics_smoke_p3,readout_dynamics_smoke_p3,2014056,2026-08-11T09:31:17.696532,Fig9,,True,False,False,True,True,C,LOW,REGENERABLE
results/fig9_diagnostics/readout_dynamics_validation_20260811_101059,readout_dynamics_validation_20260811_101059,1881603384,2026-08-11T16:10:46.063706,Fig9,,True,True,True,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/readout_dynamics_validation_20260811_101059/formal250,formal250,176872037,2026-08-11T10:48:46.881235,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/readout_dynamics_validation_20260811_101059/formal250/P0,P0,61488499,2026-08-11T10:30:02.600997,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/readout_dynamics_validation_20260811_101059/formal250/P2,P2,54622258,2026-08-11T10:38:45.609675,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/readout_dynamics_validation_20260811_101059/formal250/P3,P3,60761280,2026-08-11T10:48:46.881235,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/readout_dynamics_validation_20260811_101059/formal500,formal500,8627264,2026-08-11T10:58:34.206279,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/readout_dynamics_validation_20260811_101059/formal500/P2,P2,8627264,2026-08-11T10:58:34.206279,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/readout_dynamics_validation_20260811_101059/formal500_trace_resume_20260811,formal500_trace_resume_20260811,1664255337,2026-08-11T16:10:46.063706,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/readout_dynamics_validation_20260811_101059/formal500_trace_resume_20260811/P2,P2,871373993,2026-08-11T15:44:42.055315,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/readout_dynamics_validation_20260811_101059/formal500_trace_resume_20260811/P2_light,P2_light,598288103,2026-08-11T15:59:50.598719,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/readout_dynamics_validation_20260811_101059/formal500_trace_resume_20260811/P2_type_debug_319_320,P2_type_debug_319_320,15038957,2026-08-11T15:47:02.206614,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/readout_dynamics_validation_20260811_101059/formal500_trace_resume_20260811/P3_light,P3_light,179553517,2026-08-11T16:04:28.050670,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/readout_stream_ab_p3_450_460_20260812_130356,readout_stream_ab_p3_450_460_20260812_130356,71155933,2026-08-12T13:08:56.298030,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/readout_stream_ab_p3_450_460_20260812_130356/buffered,buffered,35578215,2026-08-12T13:06:25.494931,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/readout_stream_ab_p3_450_460_20260812_130356/streamed,streamed,35577718,2026-08-12T13:08:56.298030,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/readout_stream_summary_smoke_20260812_135907,readout_stream_summary_smoke_20260812_135907,3384742,2026-08-12T13:59:26.387406,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_boundary_only_p2_373_378_20260811_170205,runtime_boundary_only_p2_373_378_20260811_170205,50932957,2026-08-11T17:03:23.588469,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_boundary_only_p2_373_378_20260811_170205/attempt_01,attempt_01,16976519,2026-08-11T17:02:30.186972,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_boundary_only_p2_373_378_20260811_170205/attempt_02,attempt_02,16977026,2026-08-11T17:02:56.857757,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_boundary_only_p2_373_378_20260811_170205/attempt_03,attempt_03,16977169,2026-08-11T17:03:23.545054,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_boundary_only_p2_373_383_20260811_170734,runtime_boundary_only_p2_373_383_20260811_170734,87068296,2026-08-11T17:12:22.439470,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_boundary_only_p2_373_383_20260811_170734/attempt_01,attempt_01,17412666,2026-08-11T17:08:26.839678,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_boundary_only_p2_373_383_20260811_170734/attempt_02,attempt_02,17413140,2026-08-11T17:09:25.272835,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_boundary_only_p2_373_383_20260811_170734/attempt_03,attempt_03,17412950,2026-08-11T17:10:25.179933,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_boundary_only_p2_373_383_20260811_170734/attempt_04,attempt_04,17412966,2026-08-11T17:11:23.007113,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_boundary_only_p2_373_383_20260811_170734/attempt_05,attempt_05,17412841,2026-08-11T17:12:22.381211,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_core_only_p3_405_415_20260812_153206,runtime_core_only_p3_405_415_20260812_153206,33111478,2026-08-12T15:36:14.565728,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_core_only_p3_405_415_20260812_153206/attempt_01,attempt_01,18367502,2026-08-12T15:34:38.801473,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_core_only_p3_405_415_20260812_153206/attempt_02,attempt_02,14743976,2026-08-12T15:36:14.565728,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_debug_off_no_caches_py312_p2_450_460_20260811_213859,runtime_debug_off_no_caches_py312_p2_450_460_20260811_213859,41386656,2026-08-12T09:11:17.489526,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_debug_off_no_caches_py312_p2_450_460_20260811_213859/attempt_01,attempt_01,20694885,2026-08-11T21:39:52.333398,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_debug_off_no_caches_py312_p2_450_460_20260811_213859/attempt_02,attempt_02,20691771,2026-08-12T09:11:17.489526,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_debug_off_readout_p2_450_495_20260812_101233,runtime_debug_off_readout_p2_450_495_20260812_101233,236351970,2026-08-12T10:39:50.490834,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_debug_off_readout_p2_450_495_20260812_101233/attempt_01,attempt_01,78783893,2026-08-12T10:21:49.066956,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_debug_off_readout_p2_450_495_20260812_101233/attempt_02,attempt_02,78784058,2026-08-12T10:30:50.815623,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_debug_off_readout_p2_450_495_20260812_101233/attempt_03,attempt_03,78784019,2026-08-12T10:39:50.490834,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_debug_off_readout_p3_450_495_20260812_104053,runtime_debug_off_readout_p3_450_495_20260812_104053,122557145,2026-08-12T10:58:53.787698,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_debug_off_readout_p3_450_495_20260812_104053/attempt_01,attempt_01,90015667,2026-08-12T10:53:44.213701,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_debug_off_readout_p3_450_495_20260812_104053/attempt_02,attempt_02,16513091,2026-08-12T10:58:01.459899,Fig9,,False,True,False,False,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_debug_off_readout_p3_450_495_20260812_104053/attempt_03,attempt_03,16028387,2026-08-12T10:58:53.787698,Fig9,,False,True,False,False,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_debug_off_reference_py312_p2_450_460_20260812_091202,runtime_debug_off_reference_py312_p2_450_460_20260812_091202,206946895,2026-08-12T09:22:33.425806,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_debug_off_reference_py312_p2_450_460_20260812_091202/attempt_01,attempt_01,20694564,2026-08-12T09:13:16.442622,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_debug_off_reference_py312_p2_450_460_20260812_091202/attempt_02,attempt_02,20694421,2026-08-12T09:14:21.431551,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_debug_off_reference_py312_p2_450_460_20260812_091202/attempt_03,attempt_03,20694769,2026-08-12T09:15:25.588166,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_debug_off_reference_py312_p2_450_460_20260812_091202/attempt_04,attempt_04,20694922,2026-08-12T09:16:26.224684,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_debug_off_reference_py312_p2_450_460_20260812_091202/attempt_05,attempt_05,20694644,2026-08-12T09:17:28.423020,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_debug_off_reference_py312_p2_450_460_20260812_091202/attempt_06,attempt_06,20694667,2026-08-12T09:18:30.484692,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_debug_off_reference_py312_p2_450_460_20260812_091202/attempt_07,attempt_07,20694826,2026-08-12T09:19:32.434899,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_debug_off_reference_py312_p2_450_460_20260812_091202/attempt_08,attempt_08,20694524,2026-08-12T09:20:32.499335,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_debug_off_reference_py312_p2_450_460_20260812_091202/attempt_09,attempt_09,20694790,2026-08-12T09:21:32.507134,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_debug_off_reference_py312_p2_450_460_20260812_091202/attempt_10,attempt_10,20694768,2026-08-12T09:22:33.425806,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_final_fingerprint_reuse_p3_405_415_20260812_151137,runtime_final_fingerprint_reuse_p3_405_415_20260812_151137,14591456,2026-08-12T15:12:21.395835,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_final_fingerprint_reuse_p3_405_415_20260812_151137/attempt_01,attempt_01,14591456,2026-08-12T15:12:21.395835,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_fresh_p3_500_streamed_20260812_140028,runtime_fresh_p3_500_streamed_20260812_140028,186228092,2026-08-12T14:41:46.585146,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_integrity_p2_373_378_20260811_165534,runtime_integrity_p2_373_378_20260811_165534,218170298,2026-08-11T16:56:52.883362,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_integrity_p2_373_378_20260811_165534/attempt_01,attempt_01,72719553,2026-08-11T16:56:01.033944,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_integrity_p2_373_378_20260811_165534/attempt_02,attempt_02,72693770,2026-08-11T16:56:26.865490,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_integrity_p2_373_378_20260811_165534/attempt_03,attempt_03,72754756,2026-08-11T16:56:52.831769,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_malloc_debug_on_reference_py312_p2_450_460_20260812_092959,runtime_malloc_debug_on_reference_py312_p2_450_460_20260812_092959,209871800,2026-08-12T09:43:40.342863,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_malloc_debug_on_reference_py312_p2_450_460_20260812_092959/attempt_01,attempt_01,20987237,2026-08-12T09:31:25.633983,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_malloc_debug_on_reference_py312_p2_450_460_20260812_092959/attempt_02,attempt_02,20987177,2026-08-12T09:32:54.230255,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_malloc_debug_on_reference_py312_p2_450_460_20260812_092959/attempt_03,attempt_03,20987140,2026-08-12T09:34:19.210914,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_malloc_debug_on_reference_py312_p2_450_460_20260812_092959/attempt_04,attempt_04,20987403,2026-08-12T09:35:36.433191,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_malloc_debug_on_reference_py312_p2_450_460_20260812_092959/attempt_05,attempt_05,20987210,2026-08-12T09:36:56.439280,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_malloc_debug_on_reference_py312_p2_450_460_20260812_092959/attempt_06,attempt_06,20986871,2026-08-12T09:38:20.024079,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_malloc_debug_on_reference_py312_p2_450_460_20260812_092959/attempt_07,attempt_07,20987231,2026-08-12T09:39:41.032648,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_malloc_debug_on_reference_py312_p2_450_460_20260812_092959/attempt_08,attempt_08,20986853,2026-08-12T09:41:00.381578,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_malloc_debug_on_reference_py312_p2_450_460_20260812_092959/attempt_09,attempt_09,20987236,2026-08-12T09:42:14.931018,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_malloc_debug_on_reference_py312_p2_450_460_20260812_092959/attempt_10,attempt_10,20987442,2026-08-12T09:43:40.342863,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_no_caches_py312_p2_450_460_20260811_213252,runtime_no_caches_py312_p2_450_460_20260811_213252,100397350,2026-08-11T21:37:19.987933,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_no_caches_py312_p2_450_460_20260811_213252/attempt_01,attempt_01,20986885,2026-08-11T21:33:53.238371,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_no_caches_py312_p2_450_460_20260811_213252/attempt_02,attempt_02,20986753,2026-08-11T21:34:46.203103,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_no_caches_py312_p2_450_460_20260811_213252/attempt_03,attempt_03,16449466,2026-08-11T21:35:24.540166,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_no_caches_py312_p2_450_460_20260811_213252/attempt_04,attempt_04,20987178,2026-08-11T21:36:20.848056,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_no_caches_py312_p2_450_460_20260811_213252/attempt_05,attempt_05,20987068,2026-08-11T21:37:19.987933,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_no_lru_p2_373_383_20260811_173340,runtime_no_lru_p2_373_383_20260811_173340,48938134,2026-08-11T17:35:50.393763,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_no_lru_p2_373_383_20260811_173340/attempt_01,attempt_01,14110204,2026-08-11T17:34:11.096347,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_no_lru_p2_373_383_20260811_173340/attempt_02,attempt_02,17412993,2026-08-11T17:35:03.163772,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_no_lru_p2_373_383_20260811_173340/attempt_03,attempt_03,17412715,2026-08-11T17:35:50.338007,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_procdump_p3_450_460_20260812_110109,runtime_procdump_p3_450_460_20260812_110109,177973670,2026-08-12T11:14:45.927263,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_procdump_p3_450_460_20260812_110109/attempt_01,attempt_01,35594740,2026-08-12T11:03:59.771169,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_procdump_p3_450_460_20260812_110109/attempt_02,attempt_02,35594658,2026-08-12T11:07:01.972760,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_procdump_p3_450_460_20260812_110109/attempt_03,attempt_03,35594677,2026-08-12T11:09:42.636213,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_procdump_p3_450_460_20260812_110109/attempt_04,attempt_04,35594787,2026-08-12T11:12:21.100662,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_procdump_p3_450_460_20260812_110109/attempt_05,attempt_05,35594808,2026-08-12T11:14:45.927263,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_py312_p2_450_460_20260811_184222,runtime_py312_p2_450_460_20260811_184222,100113965,2026-08-11T18:46:25.588678,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_py312_p2_450_460_20260811_184222/attempt_01,attempt_01,16166640,2026-08-11T18:42:41.295061,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_py312_p2_450_460_20260811_184222/attempt_02,attempt_02,20986874,2026-08-11T18:43:39.686532,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_py312_p2_450_460_20260811_184222/attempt_03,attempt_03,20986545,2026-08-11T18:44:35.392266,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_py312_p2_450_460_20260811_184222/attempt_04,attempt_04,20987024,2026-08-11T18:45:30.819911,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_py312_p2_450_460_20260811_184222/attempt_05,attempt_05,20986882,2026-08-11T18:46:25.588678,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_py313_p2_373_383_20260811_183557,runtime_py313_p2_373_383_20260811_183557,13998324,2026-08-11T18:35:57.930963,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_py313_p2_373_383_20260811_183557/attempt_01,attempt_01,13998324,2026-08-11T18:35:57.930963,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_py313_p2_373_383_20260811_183626,runtime_py313_p2_373_383_20260811_183626,69991620,2026-08-11T18:36:29.593494,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_py313_p2_373_383_20260811_183626/attempt_01,attempt_01,13998324,2026-08-11T18:36:26.854506,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_py313_p2_373_383_20260811_183626/attempt_02,attempt_02,13998324,2026-08-11T18:36:27.594543,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_py313_p2_373_383_20260811_183626/attempt_03,attempt_03,13998324,2026-08-11T18:36:28.275743,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_py313_p2_373_383_20260811_183626/attempt_04,attempt_04,13998324,2026-08-11T18:36:28.928069,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_py313_p2_373_383_20260811_183626/attempt_05,attempt_05,13998324,2026-08-11T18:36:29.593494,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_py313_p2_450_460_20260811_183718,runtime_py313_p2_450_460_20260811_183718,104928813,2026-08-11T18:41:59.754368,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_py313_p2_450_460_20260811_183718/attempt_01,attempt_01,20985873,2026-08-11T18:38:16.928365,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_py313_p2_450_460_20260811_183718/attempt_02,attempt_02,20985868,2026-08-11T18:39:13.803229,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_py313_p2_450_460_20260811_183718/attempt_03,attempt_03,20985603,2026-08-11T18:40:09.567080,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_py313_p2_450_460_20260811_183718/attempt_04,attempt_04,20985616,2026-08-11T18:41:03.536799,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_py313_p2_450_460_20260811_183718/attempt_05,attempt_05,20985853,2026-08-11T18:41:59.754368,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_py313_p2_450_495_20260811_185137,runtime_py313_p2_450_495_20260811_185137,36529886,2026-08-11T21:27:51.456904,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_py313_p2_450_495_20260811_185137/attempt_01,attempt_01,18850353,2026-08-11T18:59:28.746790,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_py313_p2_450_495_20260811_185137/attempt_02,attempt_02,17679533,2026-08-11T21:27:51.456904,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_py313_p3_405_415_20260812_151540,runtime_py313_p3_405_415_20260812_151540,25854677,2026-08-12T15:17:50.173098,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_py313_p3_405_415_20260812_151540/attempt_01,attempt_01,25854677,2026-08-12T15:17:50.173098,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_pymalloc_debug_on_reference_py312_p2_450_460_20260812_092300,runtime_pymalloc_debug_on_reference_py312_p2_450_460_20260812_092300,104936903,2026-08-12T09:29:27.117380,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_pymalloc_debug_on_reference_py312_p2_450_460_20260812_092300/attempt_01,attempt_01,20987203,2026-08-12T09:24:11.521432,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_pymalloc_debug_on_reference_py312_p2_450_460_20260812_092300/attempt_02,attempt_02,20987527,2026-08-12T09:25:25.402688,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_pymalloc_debug_on_reference_py312_p2_450_460_20260812_092300/attempt_03,attempt_03,20987229,2026-08-12T09:26:45.954366,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_pymalloc_debug_on_reference_py312_p2_450_460_20260812_092300/attempt_04,attempt_04,20987435,2026-08-12T09:28:10.306705,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_pymalloc_debug_on_reference_py312_p2_450_460_20260812_092300/attempt_05,attempt_05,20987509,2026-08-12T09:29:27.117380,Fig9,,True,True,False,True,True,D,HIGH,REGENERABLE
results/fig9_diagnostics/runtime_stability_p2_resume500_20260811_171306,runtime_stability_p2_resume500_20260811_171306,18986700,2026-08-11T17:29:03.807901,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_stable_allocator_p2_450_495_20260812_094636,runtime_stable_allocator_p2_450_495_20260812_094636,176893531,2026-08-12T10:11:40.361196,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_stable_allocator_p2_450_495_20260812_094636/attempt_01,attempt_01,80102302,2026-08-12T09:57:46.465628,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_stable_allocator_p2_450_495_20260812_094636/attempt_02,attempt_02,16688448,2026-08-12T10:00:23.696609,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_stable_allocator_p2_450_495_20260812_094636/attempt_03,attempt_03,80102781,2026-08-12T10:11:40.361196,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_stream_all_readout_p3_405_415_20260812_145438,runtime_stream_all_readout_p3_405_415_20260812_145438,37141588,2026-08-12T14:57:10.244503,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_stream_all_readout_p3_405_415_20260812_145438/attempt_01,attempt_01,37141588,2026-08-12T14:57:10.244503,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/runtime_streamed_readout_p3_450_495_20260812_131052,runtime_streamed_readout_p3_450_495_20260812_131052,15994801,2026-08-12T13:10:52.916969,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
