path,directory,size_bytes_recursive,mtime_latest,experiment_family,known_commit,protocol_available,checkpoint,report,raw_prediction,temporary,credibility,regeneration_cost,suggested_future_action
results/fig9_diagnostics/lmatch_ablation_250_20260804_084050/L2_assembled_full_200_244_runtime_unassembled,L2_assembled_full_200_244_runtime_unassembled,78539323,2026-08-04T09:05:26.616604,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/lmatch_ablation_250_20260804_084050/L2_assembled_full_200_244_unfiltered_warmup,L2_assembled_full_200_244_unfiltered_warmup,94807867,2026-08-04T09:03:03.104779,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/lmatch_ablation_smoke_20_L2_20260801,lmatch_ablation_smoke_20_L2_20260801,6291383,2026-08-01T14:06:10.109258,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_ablation_smoke_50_L2_20260801,lmatch_ablation_smoke_50_L2_20260801,42299149,2026-08-01T14:17:11.755327,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_ablation_smoke_50_L3_20260801,lmatch_ablation_smoke_50_L3_20260801,44922039,2026-08-01T14:13:42.711899,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_ablation_smoke_50_L4_20260801,lmatch_ablation_smoke_50_L4_20260801,48389608,2026-08-01T14:10:28.905645,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_ablation_smoke_50_L4_diagnostic_off_20260801,lmatch_ablation_smoke_50_L4_diagnostic_off_20260801,2972683,2026-08-01T14:19:54.260397,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_ablation_smoke_50_analysis_20260801,lmatch_ablation_smoke_50_analysis_20260801,33115,2026-08-01T14:25:42.608650,Fig9,,False,False,True,False,True,C,LOW,REGENERABLE
results/fig9_diagnostics/lmatch_failure_fix_resume_150_160_20260802,lmatch_failure_fix_resume_150_160_20260802,10172357,2026-08-02T00:50:58.371106,Fig9,,True,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/lmatch_failure_fix_smoke20_L4_20260802,lmatch_failure_fix_smoke20_L4_20260802,2829354,2026-08-02T00:48:39.506251,Fig9,,True,True,False,False,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_l2_native_isolation_20260804_083000,lmatch_l2_native_isolation_20260804_083000,10921680,2026-08-04T08:31:06.617409,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_l2_native_isolation_20260804_083000/core-only,core-only,10921680,2026-08-04T08:31:06.617409,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_l2_native_isolation_20260804_083740,lmatch_l2_native_isolation_20260804_083740,27569859,2026-08-04T08:39:30.314327,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_l2_native_isolation_20260804_083740/full-gzip,full-gzip,27569859,2026-08-04T08:39:30.314327,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_l3_native_isolation_20260803_034913,lmatch_l3_native_isolation_20260803_034913,183476241,2026-08-03T03:56:18.106082,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_l3_native_isolation_20260803_034913/branch,branch,12781065,2026-08-03T03:50:32.891947,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_l3_native_isolation_20260803_034913/context,context,21015654,2026-08-03T03:51:32.757815,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_l3_native_isolation_20260803_034913/core-only,core-only,10269640,2026-08-03T03:49:29.418758,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_l3_native_isolation_20260803_034913/density,density,10269917,2026-08-03T03:51:47.860256,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_l3_native_isolation_20260803_034913/full-gzip,full-gzip,15231088,2026-08-03T03:52:31.795846,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_l3_native_isolation_20260803_034913/full-no-gzip,full-no-gzip,32302235,2026-08-03T03:52:10.188113,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_l3_native_isolation_20260803_034913/match,match,20618263,2026-08-03T03:50:10.314021,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_l3_native_isolation_20260803_034913/observe,observe,20468718,2026-08-03T03:49:46.942388,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_l3_native_isolation_20260803_034913/preselection,preselection,20192428,2026-08-03T03:50:52.794125,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_l3_native_isolation_20260803_034913/teacher,teacher,20321778,2026-08-03T03:51:10.941144,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_l3_native_isolation_20260803_035755,lmatch_l3_native_isolation_20260803_035755,10269912,2026-08-03T03:58:18.462344,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_l3_native_isolation_20260803_035755/core-only,core-only,10269912,2026-08-03T03:58:18.462344,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_l3_native_isolation_20260803_040222,lmatch_l3_native_isolation_20260803_040222,15231162,2026-08-03T04:02:56.027338,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_l3_native_isolation_20260803_040222/full-gzip,full-gzip,15231162,2026-08-03T04:02:56.027338,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_l3_native_recovery_formal_20260803_041006,lmatch_l3_native_recovery_formal_20260803_041006,139855514,2026-08-03T04:37:38.680216,Fig9,,True,True,True,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/lmatch_l4_native_recovery_formal_20260802_132357,lmatch_l4_native_recovery_formal_20260802_132357,164120072,2026-08-02T13:42:13.839931,Fig9,,True,True,True,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/lmatch_native_crash_isolation_20260802_124204,lmatch_native_crash_isolation_20260802_124204,333650565,2026-08-02T12:54:22.107385,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_native_crash_isolation_20260802_124204/branch,branch,26172530,2026-08-02T12:51:20.895080,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_native_crash_isolation_20260802_124204/compression-gzip,compression-gzip,12662440,2026-08-02T12:49:36.183790,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_native_crash_isolation_20260802_124204/compression-plain,compression-plain,13111769,2026-08-02T12:47:53.044396,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_native_crash_isolation_20260802_124204/core-only,core-only,12397184,2026-08-02T12:43:47.433670,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_native_crash_isolation_20260802_124204/diagnostics-no-compression,diagnostics-no-compression,157203998,2026-08-02T12:46:10.863605,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_native_crash_isolation_20260802_124204/preselection,preselection,100023578,2026-08-02T12:53:18.845315,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_native_crash_isolation_20260802_124204/teacher,teacher,12079066,2026-08-02T12:54:22.107385,Fig9,,False,True,False,False,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_native_crash_isolation_20260802_125839,lmatch_native_crash_isolation_20260802_125839,12052329,2026-08-02T12:59:08.125438,Fig9,,False,True,False,False,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_native_crash_isolation_20260802_125839/teacher,teacher,12052329,2026-08-02T12:59:08.125438,Fig9,,False,True,False,False,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_native_crash_isolation_20260802_125923,lmatch_native_crash_isolation_20260802_125923,100700079,2026-08-02T13:01:09.877136,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_native_crash_isolation_20260802_125923/teacher,teacher,100697818,2026-08-02T13:01:09.812333,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_native_crash_isolation_20260802_130425,lmatch_native_crash_isolation_20260802_130425,12086724,2026-08-02T13:05:29.103002,Fig9,,False,True,False,False,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_native_crash_isolation_20260802_130425/observe,observe,12085595,2026-08-02T13:05:29.048255,Fig9,,False,True,False,False,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_native_crash_isolation_20260802_130529,lmatch_native_crash_isolation_20260802_130529,13113008,2026-08-02T13:06:58.882903,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_native_crash_isolation_20260802_130529/match,match,13111322,2026-08-02T13:06:58.852521,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_native_crash_isolation_20260802_130659,lmatch_native_crash_isolation_20260802_130659,67433285,2026-08-02T13:08:58.439946,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_native_crash_isolation_20260802_130659/context,context,67431636,2026-08-02T13:08:58.412907,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_native_crash_isolation_20260802_130859,lmatch_native_crash_isolation_20260802_130859,12398665,2026-08-02T13:10:28.419198,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_native_crash_isolation_20260802_130859/density,density,12397129,2026-08-02T13:10:28.391562,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_native_crash_isolation_20260802_131029,lmatch_native_crash_isolation_20260802_131029,157206108,2026-08-02T13:12:38.411557,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_native_crash_isolation_20260802_131029/full-single-thread,full-single-thread,157203446,2026-08-02T13:12:38.379324,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_native_crash_isolation_20260802_131434,lmatch_native_crash_isolation_20260802_131434,101457282,2026-08-02T13:16:33.900755,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_native_crash_isolation_20260802_131434/observe,observe,101454921,2026-08-02T13:16:33.840181,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_native_recovery_20260802,lmatch_native_recovery_20260802,39297440,2026-08-02T12:41:30.816213,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/lmatch_native_recovery_20260802/replay_200_210,replay_200_210,39292703,2026-08-02T12:41:30.816213,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/lmatch_stack_2x2_20260810,lmatch_stack_2x2_20260810,24728656,2026-08-10T16:02:16.853778,Fig9,,True,True,True,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/lmatch_stack_2x2_20260810/250,250,20300740,2026-08-10T15:39:06.890249,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/lmatch_stack_2x2_20260810/250/STRICT_RAW_L2,STRICT_RAW_L2,9609032,2026-08-10T15:39:06.890249,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/lmatch_stack_2x2_20260810/250/STRICT_RAW_L4,STRICT_RAW_L4,10691708,2026-08-10T15:29:53.618704,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/lmatch_stack_2x2_20260810/500,500,4097834,2026-08-10T15:58:06.783722,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/lmatch_stack_2x2_20260810/500/STRICT_RAW_L4,STRICT_RAW_L4,4097834,2026-08-10T15:58:06.783722,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/lmatch_stack_2x2_dryrun,lmatch_stack_2x2_dryrun,59778,2026-08-10T15:12:23.071556,Fig9,,False,False,False,False,False,C,MEDIUM,KEEP_REPORT
results/fig9_diagnostics/lmatch_stack_2x2_dryrun_v2,lmatch_stack_2x2_dryrun_v2,59842,2026-08-10T15:16:52.057707,Fig9,,False,False,False,False,False,C,MEDIUM,KEEP_REPORT
results/fig9_diagnostics/lmatch_stack_2x2_smoke_20260810,lmatch_stack_2x2_smoke_20260810,3112875,2026-08-10T15:18:16.020831,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_stack_2x2_smoke_20260810/50,50,3112875,2026-08-10T15:18:16.020831,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_stack_2x2_smoke_20260810/50/STRICT_RAW_L4,STRICT_RAW_L4,3112875,2026-08-10T15:18:16.020831,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_stack_2x2_smoke_20260810_v2,lmatch_stack_2x2_smoke_20260810_v2,3112852,2026-08-10T15:19:29.682246,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_stack_2x2_smoke_20260810_v2/50,50,3112852,2026-08-10T15:19:29.682246,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_stack_2x2_smoke_20260810_v2/50/STRICT_RAW_L4,STRICT_RAW_L4,3112852,2026-08-10T15:19:29.682246,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_stack_2x2_smoke_20260810_v3,lmatch_stack_2x2_smoke_20260810_v3,6044730,2026-08-10T15:21:47.014328,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_stack_2x2_smoke_20260810_v3/50,50,6044730,2026-08-10T15:21:47.014328,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_stack_2x2_smoke_20260810_v3/50/STRICT_RAW_L2,STRICT_RAW_L2,2931752,2026-08-10T15:21:47.014328,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_stack_2x2_smoke_20260810_v3/50/STRICT_RAW_L4,STRICT_RAW_L4,3112978,2026-08-10T15:20:48.175339,Fig9,,True,True,False,True,True,C,HIGH,REGENERABLE
results/fig9_diagnostics/lmatch_stack_500_completion_20260810,lmatch_stack_500_completion_20260810,37169286,2026-08-10T19:01:08.865993,Fig9,,True,True,True,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/lmatch_stack_500_completion_20260810/500,500,36721527,2026-08-10T17:50:57.276624,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/lmatch_stack_500_completion_20260810/500/STRICT_RAW_L2,STRICT_RAW_L2,17702831,2026-08-10T17:50:57.276624,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/lmatch_stack_500_completion_20260810/500/STRICT_RAW_L4,STRICT_RAW_L4,19018696,2026-08-10T17:06:37.974633,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/lmatch_stack_500_completion_20260810_resume2,lmatch_stack_500_completion_20260810_resume2,18799188,2026-08-10T17:10:42.880685,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/lmatch_stack_500_completion_20260810_resume2/500,500,18799188,2026-08-10T17:10:42.880685,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/lmatch_stack_500_completion_20260810_resume2/500/STRICT_RAW_L4,STRICT_RAW_L4,18799188,2026-08-10T17:10:42.880685,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/long_sequence_ledger_smoke20_off_20260810_v2,long_sequence_ledger_smoke20_off_20260810_v2,20827,2026-08-10T02:37:08.065616,Fig9,,False,False,False,False,True,C,LOW,REGENERABLE
results/fig9_diagnostics/long_sequence_ledger_smoke20_off_20260810_v3,long_sequence_ledger_smoke20_off_20260810_v3,102335,2026-08-10T02:38:54.356205,Fig9,,True,False,False,True,True,C,LOW,REGENERABLE
results/fig9_diagnostics/long_sequence_ledger_smoke20_off_20260810_v4,long_sequence_ledger_smoke20_off_20260810_v4,101723,2026-08-10T02:46:32.007971,Fig9,,True,False,False,True,True,C,LOW,REGENERABLE
results/fig9_diagnostics/long_sequence_ledger_smoke20_on_20260810,long_sequence_ledger_smoke20_on_20260810,7771,2026-08-10T02:35:44.671501,Fig9,,False,False,False,False,True,C,LOW,REGENERABLE
results/fig9_diagnostics/long_sequence_ledger_smoke20_on_20260810_v2,long_sequence_ledger_smoke20_on_20260810_v2,99383,2026-08-10T02:36:50.050899,Fig9,,True,False,False,True,True,C,LOW,REGENERABLE
results/fig9_diagnostics/long_sequence_ledger_smoke20_on_20260810_v3,long_sequence_ledger_smoke20_on_20260810_v3,105802,2026-08-10T02:39:33.627635,Fig9,,True,False,False,True,True,C,LOW,REGENERABLE
results/fig9_diagnostics/long_sequence_ledger_smoke20_on_20260810_v4,long_sequence_ledger_smoke20_on_20260810_v4,105309,2026-08-10T02:45:59.599724,Fig9,,True,False,False,True,True,C,LOW,REGENERABLE
results/fig9_diagnostics/match_overlap_20_source_20260730_codex,match_overlap_20_source_20260730_codex,561819,2026-07-30T13:30:08.109443,Fig9,,True,False,True,True,False,C,MEDIUM,KEEP_REPORT
results/fig9_diagnostics/match_overlap_20_source_final_20260730_codex,match_overlap_20_source_final_20260730_codex,571819,2026-07-30T14:26:44.304121,Fig9,,True,False,True,True,False,C,MEDIUM,KEEP_REPORT
results/fig9_diagnostics/match_overlap_20_source_v2_20260730_codex,match_overlap_20_source_v2_20260730_codex,560594,2026-07-30T13:40:43.279432,Fig9,,True,False,True,True,False,C,MEDIUM,KEEP_REPORT
results/fig9_diagnostics/match_overlap_250_max_candidate_score_segment_20260730_145101,match_overlap_250_max_candidate_score_segment_20260730_145101,183226217,2026-07-30T16:58:42.800479,Fig9,,True,True,True,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/match_overlap_250_max_candidate_score_segment_20260730_145101/run,run,182907918,2026-07-30T15:03:14.633828,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/match_overlap_50_existing_off_20260730_codex,match_overlap_50_existing_off_20260730_codex,279395,2026-07-30T13:31:25.846822,Fig9,,True,False,False,True,False,C,MEDIUM,KEEP_REPORT
results/fig9_diagnostics/match_overlap_50_existing_segment_20260730_codex,match_overlap_50_existing_segment_20260730_codex,1014802,2026-07-30T13:33:04.257100,Fig9,,True,False,False,True,False,C,MEDIUM,KEEP_REPORT
results/fig9_diagnostics/match_overlap_50_final_20260730_codex,match_overlap_50_final_20260730_codex,1036904,2026-07-30T14:26:43.696206,Fig9,,True,False,True,True,False,C,MEDIUM,KEEP_REPORT
results/fig9_diagnostics/match_overlap_50_off_20260730_codex,match_overlap_50_off_20260730_codex,275191,2026-07-30T13:23:41.035180,Fig9,,True,False,False,True,False,C,MEDIUM,KEEP_REPORT
results/fig9_diagnostics/match_overlap_50_segment_20260730_codex,match_overlap_50_segment_20260730_codex,1020768,2026-07-30T13:26:26.771701,Fig9,,True,False,True,True,False,C,MEDIUM,KEEP_REPORT
results/fig9_diagnostics/match_overlap_50_segment_v2_20260730_codex,match_overlap_50_segment_v2_20260730_codex,1016714,2026-07-30T13:40:42.660959,Fig9,,True,False,True,True,False,C,MEDIUM,KEEP_REPORT
results/fig9_diagnostics/match_overlap_fullhooks_50_off_20260730_codex,match_overlap_fullhooks_50_off_20260730_codex,51472257,2026-07-30T14:29:36.062797,Fig9,,True,False,False,True,False,C,MEDIUM,KEEP_REPORT
results/fig9_diagnostics/match_overlap_fullhooks_50_on_20260730_codex,match_overlap_fullhooks_50_on_20260730_codex,52214978,2026-07-30T14:31:32.820311,Fig9,,True,False,False,True,False,C,MEDIUM,KEEP_REPORT
results/fig9_diagnostics/match_overlap_source_20_stageb_v6_20260730,match_overlap_source_20_stageb_v6_20260730,5352486,2026-07-30T16:58:51.253217,Fig9,,True,False,True,True,False,C,MEDIUM,KEEP_REPORT
results/fig9_diagnostics/match_overlap_source_50_off_stageb_20260730,match_overlap_source_50_off_stageb_20260730,46238393,2026-07-30T16:15:45.222740,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/match_overlap_source_50_on_stageb_20260730,match_overlap_source_50_on_stageb_20260730,49903115,2026-07-30T17:00:27.444895,Fig9,,True,True,True,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/native_runtime_repro_217_220_20260811,native_runtime_repro_217_220_20260811,71447679,2026-08-11T12:41:28.650146,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/native_runtime_repro_217_220_20260811/attempt_01,attempt_01,35734067,2026-08-11T12:39:50.392117,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/native_runtime_repro_217_220_20260811/attempt_02,attempt_02,35712214,2026-08-11T12:41:28.609188,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/native_runtime_repro_217_220_off_20260811,native_runtime_repro_217_220_off_20260811,11813072,2026-08-11T12:44:43.857841,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/native_runtime_repro_217_220_off_20260811/attempt_01,attempt_01,11812521,2026-08-11T12:44:43.809888,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/native_runtime_repro_217_220_v2_20260811,native_runtime_repro_217_220_v2_20260811,11815350,2026-08-11T12:46:04.897346,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/native_runtime_repro_217_220_v2_20260811/attempt_01,attempt_01,11814695,2026-08-11T12:46:04.856543,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/native_runtime_repro_217_220_v3_20260811,native_runtime_repro_217_220_v3_20260811,35617023,2026-08-11T12:47:31.437123,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/native_runtime_repro_217_220_v3_20260811/attempt_01,attempt_01,35616368,2026-08-11T12:47:31.387425,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/pairwise_context_coherence_20260809,pairwise_context_coherence_20260809,170717161,2026-08-09T02:12:36.109028,Fig9,,True,False,False,False,False,C,MEDIUM,KEEP_REPORT
results/fig9_diagnostics/pairwise_context_coherence_smoke20_20260808,pairwise_context_coherence_smoke20_20260808,1644712864,2026-08-09T01:06:45.590032,Fig9,,True,False,True,True,True,C,LOW,REGENERABLE
results/fig9_diagnostics/pairwise_context_coherence_smoke20_20260808/on,on,278588428,2026-08-08T17:20:57.767803,Fig9,,True,False,False,True,True,C,LOW,REGENERABLE
results/fig9_diagnostics/pairwise_context_coherence_smoke20_20260809,pairwise_context_coherence_smoke20_20260809,93906054,2026-08-09T01:40:38.147123,Fig9,,True,False,False,True,True,C,LOW,REGENERABLE
results/fig9_diagnostics/pairwise_context_coherence_smoke20_20260809/L2_v2,L2_v2,93902255,2026-08-09T01:40:38.147123,Fig9,,True,False,False,True,True,C,LOW,REGENERABLE
results/fig9_diagnostics/paper_code_parity_20260812_183013,paper_code_parity_20260812_183013,3183239,2026-08-12T18:30:19.564137,Fig9,,False,False,True,False,False,C,MEDIUM,KEEP_REPORT
results/fig9_diagnostics/paper_code_parity_20260812_183316,paper_code_parity_20260812_183316,3193127,2026-08-12T18:33:22.273414,Fig9,,False,False,True,False,False,C,MEDIUM,KEEP_REPORT
results/fig9_diagnostics/preselection_dev_smoke_20260729,preselection_dev_smoke_20260729,6383043,2026-07-29T13:43:58.228120,Fig9,,True,False,True,True,True,C,LOW,REGENERABLE
results/fig9_diagnostics/preselection_segments_20_full_20260729_codex,preselection_segments_20_full_20260729_codex,9462017,2026-07-29T13:55:42.913687,Fig9,,True,True,True,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/preselection_segments_250_batched_crossing_20260729_144739,preselection_segments_250_batched_crossing_20260729_144739,12896513,2026-07-29T14:47:48.778198,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/preselection_segments_250_batched_crossing_20260729_144739/run,run,12896513,2026-07-29T14:47:48.778198,Fig9,,False,True,False,False,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/preselection_segments_250_batched_crossing_20260729_145008,preselection_segments_250_batched_crossing_20260729_145008,499063534,2026-07-29T15:24:07.693047,Fig9,,True,True,True,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/preselection_segments_250_batched_crossing_20260729_145008/run,run,161154213,2026-07-29T14:58:17.144000,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/preselection_segments_50_20260729_codex,preselection_segments_50_20260729_codex,192675177,2026-07-29T14:02:39.584048,Fig9,,True,True,True,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/preselection_segments_50_20260729_codex/off,off,28906371,2026-07-29T13:50:03.306360,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/preselection_segments_50_20260729_codex/on,on,46457398,2026-07-29T13:51:47.684771,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/preselection_segments_50_20260729_codex/on_v2,on_v2,46456228,2026-07-29T14:00:27.164733,Fig9,,True,True,False,True,False,C,HIGH,KEEP_CHECKPOINT
results/fig9_diagnostics/readout_dynamics_20260811_20smoke,readout_dynamics_20260811_20smoke,1186398,2026-08-11T09:31:49.696272,Fig9,,False,False,True,False,True,C,LOW,REGENERABLE
results/fig9_diagnostics/readout_dynamics_20260811_50smoke,readout_dynamics_20260811_50smoke,12473705,2026-08-11T09:54:31.189009,Fig9,,False,False,True,False,True,C,LOW,REGENERABLE
results/fig9_diagnostics/readout_dynamics_onoff_p0_off,readout_dynamics_onoff_p0_off,37399,2026-08-11T09:40:15.687415,Fig9,,True,False,False,True,False,C,MEDIUM,KEEP_REPORT
results/fig9_diagnostics/readout_dynamics_onoff_p2_off,readout_dynamics_onoff_p2_off,101696,2026-08-11T09:40:30.399861,Fig9,,True,False,False,True,False,C,MEDIUM,KEEP_REPORT
results/fig9_diagnostics/readout_dynamics_onoff_p3_off,readout_dynamics_onoff_p3_off,100191,2026-08-11T09:40:56.936058,Fig9,,True,False,False,True,False,C,MEDIUM,KEEP_REPORT
