field,record_range,observe_scenario,observation_count,observation_denominator_scope,existing_segment_observation_count,existing_segment_rate_all_observations,existing_segment_denominator_scope,segment_row_count,segment_row_denominator_scope,best_overlap_mean_all_observations,best_overlap_median_all_observations,best_overlap_p10_all_observations,best_overlap_p25_all_observations,best_overlap_p75_all_observations,best_overlap_p90_all_observations,gap_to_L_match_mean_all_observations,source_retention_mean_segment_rows,creation_current_jaccard_mean_segment_rows,L1_match_observation_count,L1_match_rate_existing_segment_observations,L1_ambiguity_observation_count,L1_ambiguity_rate_existing_segment_observations,L1_multiple_neuron_ambiguity_count,L1_multiple_neuron_ambiguity_rate_existing_segment_observations,L2_match_observation_count,L2_match_rate_existing_segment_observations,L2_ambiguity_observation_count,L2_ambiguity_rate_existing_segment_observations,L2_multiple_neuron_ambiguity_count,L2_multiple_neuron_ambiguity_rate_existing_segment_observations,L3_match_observation_count,L3_match_rate_existing_segment_observations,L3_ambiguity_observation_count,L3_ambiguity_rate_existing_segment_observations,L3_multiple_neuron_ambiguity_count,L3_multiple_neuron_ambiguity_rate_existing_segment_observations,L4_match_observation_count,L4_match_rate_existing_segment_observations,L4_ambiguity_observation_count,L4_ambiguity_rate_existing_segment_observations,L4_multiple_neuron_ambiguity_count,L4_multiple_neuron_ambiguity_rate_existing_segment_observations,all_cell_current_best_overlap_mean_existing_segment_observations,winner_only_best_overlap_mean_existing_segment_observations,predicted_only_best_overlap_mean_existing_segment_observations,burst_only_best_overlap_mean_existing_segment_observations,predicted_plus_winner_best_overlap_mean_existing_segment_observations,without_burst_only_best_overlap_mean_existing_segment_observations,same_field_only_best_overlap_mean_existing_segment_observations,cross_field_only_best_overlap_mean_existing_segment_observations
time,50-99,scenario3,17,field_x_record_range_x_scenario_all_observed_columns,17,1.0,observations_in_scope_with_at_least_one_preexisting_segment,87,all_preexisting_segment_rows_for_observations_in_scope,1.8823529411764706,2.0,1.0,2.0,2.0,2.4000000000000004,2.1176470588235294,0.34827586206896555,0.013408957979477911,17,1.0,11,0.6470588235294118,11,0.6470588235294118,13,0.7647058823529411,5,0.29411764705882354,5,0.29411764705882354,2,0.11764705882352941,1,0.058823529411764705,1,0.058823529411764705,0,0.0,0,0.0,0,0.0,1.8823529411764706,1.2941176470588236,0.29411764705882354,1.7058823529411764,1.2941176470588236,1.2941176470588236,1.5294117647058822,1.0
weekday,0-49,scenario2,464,field_x_record_range_x_scenario_all_observed_columns,464,1.0,observations_in_scope_with_at_least_one_preexisting_segment,464,all_preexisting_segment_rows_for_observations_in_scope,21.433189655172413,21.0,20.0,20.0,22.0,24.0,0.0,0.3829022988505747,0.012429056895394664,464,1.0,0,0.0,0,0.0,464,1.0,0,0.0,0,0.0,464,1.0,0,0.0,0,0.0,464,1.0,0,0.0,0,0.0,21.433189655172413,12.377155172413794,0.4547413793103448,20.978448275862068,12.377155172413794,12.377155172413794,18.648706896551722,2.7844827586206895
weekday,0-49,scenario3,36,field_x_record_range_x_scenario_all_observed_columns,12,0.3333333333333333,observations_in_scope_with_at_least_one_preexisting_segment,16,all_preexisting_segment_rows_for_observations_in_scope,0.4444444444444444,0.0,0.0,0.0,0.0,2.5,3.5555555555555554,0.4666666666666667,0.015319111711912418,6,0.5,0,0.0,0,0.0,6,0.5,0,0.0,0,0.0,4,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.3333333333333333,0.0,0.0,1.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666
weekday,100-149,scenario1,74,field_x_record_range_x_scenario_all_observed_columns,74,1.0,observations_in_scope_with_at_least_one_preexisting_segment,229,all_preexisting_segment_rows_for_observations_in_scope,14.91891891891892,14.0,10.3,12.0,19.0,22.0,0.04054054054054054,0.18296943231441049,0.0065407665951220445,74,1.0,74,1.0,74,1.0,74,1.0,42,0.5675675675675675,42,0.5675675675675675,73,0.9864864864864865,16,0.21621621621621623,16,0.21621621621621623,72,0.972972972972973,5,0.06756756756756757,5,0.06756756756756757,14.91891891891892,8.067567567567568,1.3783783783783783,13.567567567567568,8.067567567567568,8.067567567567568,10.783783783783784,4.297297297297297
weekday,100-149,scenario2,412,field_x_record_range_x_scenario_all_observed_columns,412,1.0,observations_in_scope_with_at_least_one_preexisting_segment,1123,all_preexisting_segment_rows_for_observations_in_scope,21.453883495145632,22.0,18.0,20.0,23.0,26.0,0.0,0.22481448501038884,0.007918610685542105,412,1.0,182,0.441747572815534,182,0.441747572815534,412,1.0,122,0.2961165048543689,122,0.2961165048543689,412,1.0,62,0.15048543689320387,62,0.15048543689320387,412,1.0,50,0.12135922330097088,50,0.12135922330097088,21.453883495145632,10.62621359223301,1.1504854368932038,20.308252427184467,10.62621359223301,10.62621359223301,17.83009708737864,3.8567961165048543
weekday,100-149,scenario3,14,field_x_record_range_x_scenario_all_observed_columns,9,0.6428571428571429,observations_in_scope_with_at_least_one_preexisting_segment,14,all_preexisting_segment_rows_for_observations_in_scope,0.7857142857142857,1.0,0.0,0.0,1.0,1.700000000000001,3.2142857142857144,0.4642857142857143,0.016635688117722224,8,0.8888888888888888,1,0.1111111111111111,1,0.1111111111111111,2,0.2222222222222222,0,0.0,0,0.0,1,0.1111111111111111,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.2222222222222223,0.5555555555555556,0.0,1.2222222222222223,0.5555555555555556,0.5555555555555556,0.1111111111111111,1.2222222222222223
weekday,150-199,scenario1,194,field_x_record_range_x_scenario_all_observed_columns,194,1.0,observations_in_scope_with_at_least_one_preexisting_segment,560,all_preexisting_segment_rows_for_observations_in_scope,14.541237113402062,13.0,9.0,12.0,18.0,22.0,0.020618556701030927,0.14583333333333334,0.0057276612180457995,194,1.0,194,1.0,194,1.0,194,1.0,47,0.2422680412371134,47,0.2422680412371134,192,0.9896907216494846,10,0.05154639175257732,10,0.05154639175257732,192,0.9896907216494846,3,0.015463917525773196,3,0.015463917525773196,14.541237113402062,10.030927835051546,4.365979381443299,10.18041237113402,10.030927835051546,10.030927835051546,12.237113402061855,2.4587628865979383
weekday,150-199,scenario2,293,field_x_record_range_x_scenario_all_observed_columns,293,1.0,observations_in_scope_with_at_least_one_preexisting_segment,711,all_preexisting_segment_rows_for_observations_in_scope,18.66211604095563,18.0,13.0,15.0,22.0,26.0,0.0,0.19971870604781997,0.00737649749204197,293,1.0,260,0.8873720136518771,260,0.8873720136518771,293,1.0,50,0.17064846416382254,50,0.17064846416382254,293,1.0,10,0.034129692832764506,10,0.034129692832764506,293,1.0,6,0.020477815699658702,6,0.020477815699658702,18.66211604095563,11.092150170648464,3.4505119453924915,15.211604095563139,11.092150170648464,11.092150170648464,14.208191126279864,4.525597269624574
weekday,150-199,scenario3,13,field_x_record_range_x_scenario_all_observed_columns,9,0.6923076923076923,observations_in_scope_with_at_least_one_preexisting_segment,16,all_preexisting_segment_rows_for_observations_in_scope,0.8461538461538461,1.0,0.0,0.0,1.0,1.8000000000000007,3.1538461538461537,0.44375,0.01631360533428999,8,0.8888888888888888,1,0.1111111111111111,1,0.1111111111111111,2,0.2222222222222222,0,0.0,0,0.0,1,0.1111111111111111,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.2222222222222223,0.6666666666666666,0.1111111111111111,1.1111111111111112,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.8888888888888888
weekday,200-244,scenario1,58,field_x_record_range_x_scenario_all_observed_columns,58,1.0,observations_in_scope_with_at_least_one_preexisting_segment,222,all_preexisting_segment_rows_for_observations_in_scope,16.086206896551722,17.0,12.0,16.0,17.0,18.0,0.0,0.21846846846846846,0.007712428666551279,58,1.0,35,0.603448275862069,35,0.603448275862069,58,1.0,25,0.43103448275862066,25,0.43103448275862066,58,1.0,13,0.22413793103448276,13,0.22413793103448276,58,1.0,2,0.034482758620689655,2,0.034482758620689655,16.086206896551722,9.810344827586206,1.103448275862069,14.982758620689655,9.810344827586206,9.810344827586206,15.258620689655173,1.3620689655172413
weekday,200-244,scenario2,381,field_x_record_range_x_scenario_all_observed_columns,381,1.0,observations_in_scope_with_at_least_one_preexisting_segment,968,all_preexisting_segment_rows_for_observations_in_scope,20.06824146981627,20.0,14.0,18.0,22.0,28.0,0.0,0.20158402203856748,0.007107201302714846,381,1.0,103,0.27034120734908135,103,0.27034120734908135,381,1.0,42,0.11023622047244094,42,0.11023622047244094,381,1.0,8,0.02099737532808399,8,0.02099737532808399,381,1.0,2,0.005249343832020997,2,0.005249343832020997,20.06824146981627,11.498687664041995,1.398950131233596,18.669291338582678,11.498687664041995,11.498687664041995,15.433070866141732,4.645669291338582
weekday,200-244,scenario3,11,field_x_record_range_x_scenario_all_observed_columns,8,0.7272727272727273,observations_in_scope_with_at_least_one_preexisting_segment,14,all_preexisting_segment_rows_for_observations_in_scope,0.8181818181818182,0.0,0.0,0.0,1.5,2.0,3.1818181818181817,0.4095238095238095,0.014189165165273037,5,0.625,0,0.0,0,0.0,3,0.375,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.125,0.375,0.0,1.125,0.375,0.375,0.5,0.625
weekday,50-99,scenario1,79,field_x_record_range_x_scenario_all_observed_columns,79,1.0,observations_in_scope_with_at_least_one_preexisting_segment,229,all_preexisting_segment_rows_for_observations_in_scope,16.531645569620252,17.0,11.0,15.0,18.0,19.0,0.0,0.23085880640465795,0.008519464748451382,79,1.0,44,0.5569620253164557,44,0.5569620253164557,79,1.0,21,0.26582278481012656,21,0.26582278481012656,79,1.0,10,0.12658227848101267,10,0.12658227848101267,79,1.0,6,0.0759493670886076,6,0.0759493670886076,16.531645569620252,10.215189873417721,1.759493670886076,14.772151898734178,10.215189873417721,10.215189873417721,15.810126582278482,1.0126582278481013
weekday,50-99,scenario2,407,field_x_record_range_x_scenario_all_observed_columns,407,1.0,observations_in_scope_with_at_least_one_preexisting_segment,857,all_preexisting_segment_rows_for_observations_in_scope,19.542997542997544,20.0,16.0,18.0,21.0,25.0,0.0,0.24745235316997277,0.00896706892345752,407,1.0,141,0.3464373464373464,141,0.3464373464373464,407,1.0,113,0.27764127764127766,113,0.27764127764127766,407,1.0,79,0.1941031941031941,79,0.1941031941031941,407,1.0,36,0.08845208845208845,36,0.08845208845208845,19.542997542997544,11.260442260442261,1.7567567567567568,17.791154791154792,11.260442260442261,11.260442260442261,15.886977886977887,3.7665847665847667
weekday,50-99,scenario3,14,field_x_record_range_x_scenario_all_observed_columns,10,0.7142857142857143,observations_in_scope_with_at_least_one_preexisting_segment,18,all_preexisting_segment_rows_for_observations_in_scope,0.5,0.0,0.0,0.0,0.75,1.700000000000001,3.5,0.4,0.01622551055258492,4,0.4,0,0.0,0,0.0,2,0.2,0,0.0,0,0.0,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7,0.2,0.2,0.5,0.2,0.2,0.4,0.3
