field,record_range,context_variant,columns,mean_best_overlap,mean_passing_segments_L1,ambiguous_segment_rate_L1,ambiguous_neuron_rate_L1,selected_compatibility_rate_L1,mean_passing_segments_L2,ambiguous_segment_rate_L2,ambiguous_neuron_rate_L2,selected_compatibility_rate_L2,mean_passing_segments_L3,ambiguous_segment_rate_L3,ambiguous_neuron_rate_L3,selected_compatibility_rate_L3,mean_passing_segments_L4,ambiguous_segment_rate_L4,ambiguous_neuron_rate_L4,selected_compatibility_rate_L4
time,50-99,ALL_CELL_CURRENT,500,10.158,3.584,0.976,0.976,0.962,2.096,0.71,0.71,0.942,1.386,0.356,0.356,0.89,1.138,0.19,0.19,0.874
time,50-99,BURST_ONLY,500,8.242,3.49,0.972,0.972,0.952,1.974,0.646,0.646,0.92,1.344,0.33,0.33,0.882,1.1,0.17,0.17,0.854
time,50-99,CROSS_FIELD_ONLY,500,2.488,1.802,0.624,0.624,0.33,0.346,0.028,0.028,0.184,0.23,0.004,0.004,0.156,0.208,0.002,0.002,0.148
time,50-99,PREDICTED_ONLY,500,1.994,1.046,0.176,0.176,0.744,0.568,0.01,0.01,0.52,0.356,0.0,0.0,0.34,0.148,0.0,0.0,0.14
time,50-99,PREDICTED_PLUS_WINNER,500,8.764,2.208,0.844,0.844,0.906,1.114,0.192,0.192,0.828,0.916,0.034,0.034,0.818,0.902,0.026,0.026,0.812
time,50-99,SAME_FIELD_ONLY,500,8.712,2.598,0.85,0.85,0.94,1.672,0.546,0.546,0.918,1.216,0.244,0.244,0.868,0.998,0.082,0.082,0.842
time,50-99,WINNER_ONLY,500,8.764,2.208,0.844,0.844,0.906,1.114,0.192,0.192,0.828,0.916,0.034,0.034,0.818,0.902,0.026,0.026,0.812
time,50-99,WITHOUT_BURST_ONLY,500,8.764,2.208,0.844,0.844,0.906,1.114,0.192,0.192,0.828,0.916,0.034,0.034,0.818,0.902,0.026,0.026,0.812
weekday,0-49,ALL_CELL_CURRENT,476,20.926470588235293,0.9873949579831933,0.0,0.0,0.9747899159663865,0.9873949579831933,0.0,0.0,0.9747899159663865,0.9831932773109243,0.0,0.0,0.9747899159663865,0.9747899159663865,0.0,0.0,0.9747899159663865
weekday,0-49,BURST_ONLY,476,20.483193277310924,0.9873949579831933,0.0,0.0,0.9747899159663865,0.9873949579831933,0.0,0.0,0.9747899159663865,0.9831932773109243,0.0,0.0,0.9747899159663865,0.9747899159663865,0.0,0.0,0.9747899159663865
weekday,0-49,CROSS_FIELD_ONLY,476,2.73109243697479,0.9222689075630253,0.0,0.0,0.9117647058823529,0.6638655462184874,0.0,0.0,0.6596638655462185,0.32563025210084034,0.0,0.0,0.3235294117647059,0.19327731092436976,0.0,0.0,0.19327731092436976
weekday,0-49,PREDICTED_ONLY,476,0.4432773109243697,0.3172268907563025,0.0,0.0,0.3172268907563025,0.10504201680672269,0.0,0.0,0.10504201680672269,0.02100840336134454,0.0,0.0,0.02100840336134454,0.0,0.0,0.0,0.0
weekday,0-49,PREDICTED_PLUS_WINNER,476,12.065126050420169,0.9705882352941176,0.0,0.0,0.9705882352941176,0.9474789915966386,0.0,0.0,0.9474789915966386,0.9453781512605042,0.0,0.0,0.9453781512605042,0.9453781512605042,0.0,0.0,0.9453781512605042
weekday,0-49,SAME_FIELD_ONLY,476,18.195378151260503,0.9789915966386554,0.0,0.0,0.9705882352941176,0.976890756302521,0.0,0.0,0.9684873949579832,0.9663865546218487,0.0,0.0,0.9663865546218487,0.9663865546218487,0.0,0.0,0.9663865546218487
weekday,0-49,WINNER_ONLY,476,12.065126050420169,0.9705882352941176,0.0,0.0,0.9705882352941176,0.9474789915966386,0.0,0.0,0.9474789915966386,0.9453781512605042,0.0,0.0,0.9453781512605042,0.9453781512605042,0.0,0.0,0.9453781512605042
weekday,0-49,WITHOUT_BURST_ONLY,476,12.065126050420169,0.9705882352941176,0.0,0.0,0.9705882352941176,0.9474789915966386,0.0,0.0,0.9474789915966386,0.9453781512605042,0.0,0.0,0.9453781512605042,0.9453781512605042,0.0,0.0,0.9453781512605042
weekday,100-149,ALL_CELL_CURRENT,495,20.10909090909091,1.5737373737373737,0.5191919191919192,0.5191919191919192,0.9818181818181818,1.3232323232323233,0.33131313131313134,0.33131313131313134,0.9797979797979798,1.1414141414141414,0.15757575757575756,0.15757575757575756,0.9535353535353536,1.0888888888888888,0.1111111111111111,0.1111111111111111,0.9393939393939394
weekday,100-149,BURST_ONLY,495,18.953535353535354,1.507070707070707,0.46060606060606063,0.46060606060606063,0.9797979797979798,1.2808080808080808,0.28888888888888886,0.28888888888888886,0.9717171717171718,1.121212121212121,0.13737373737373737,0.13737373737373737,0.9515151515151515,1.082828282828283,0.10505050505050505,0.10505050505050505,0.9393939393939394
